id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,profit,roi,foreign_gross
1,2008-12-19,Yes Man,50000000,97690976,225990976,2008,175990976,351.981952,128300000
37,1997-12-05,Good Will Hunting,10000000,138433435,225925989,1997,215925989,2159.25989,87492554
11,1976-11-21,Rocky,1000000,117235147,225000000,1976,224000000,22400.0,107764853
91,2010-10-01,The Social Network,40000000,96962694,224922135,2010,184922135,462.30533749999995,127959441
2,2009-12-25,Itâs Complicated,85000000,112735375,224614744,2009,139614744,164.25263999999999,111879369
61,1997-06-06,Con Air,80000000,101117573,224117573,1997,144117573,180.14696625,123000000
99,1994-11-11,Interview with the Vampire: The Vampire Chronicles,50000000,105264608,223564608,1994,173564608,347.129216,118300000
17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,2010,128050874,134.79039368421053,134282571
31,2008-02-14,Jumper,82500000,80172128,222640812,2008,140140812,169.8676509090909,142468684
2,2014-02-28,Non-Stop,50000000,91742160,222383055,2014,172383055,344.76610999999997,130640895
47,2005-02-18,Constantine,75000000,75976178,221594911,2005,146594911,195.45988133333333,145618733
56,2008-12-25,Bedtime Stories,80000000,110101975,221468935,2008,141468935,176.83616874999998,111366960
3,2015-09-18,Everest,65000000,43482270,221297061,2015,156297061,240.4570169230769,177814791
7,1999-06-30,Wild Wild West,175000000,113805681,221229335,1999,46229335,26.416762857142857,107423654
15,2004-06-23,Fahrenheit 9/11,6000000,119114517,221148959,2004,215148959,3585.815983333333,102034442
99,2017-10-20,Geostorm,100000000,33700160,220796009,2017,120796009,120.796009,187095849
89,2003-11-07,Elf,32000000,173840591,220678483,2003,188678483,589.620259375,46837892
92,2013-10-11,Captain Phillips,55000000,107136417,220648184,2013,165648184,301.1785163636364,113511767
21,2014-10-10,Dracula Untold,70000000,55991880,220241723,2014,150241723,214.63103285714286,164249843
62,2011-06-17,Green Lantern,200000000,116601172,219535492,2011,19535492,9.767745999999999,102934320
64,2016-10-28,Inferno,75000000,34343574,219519367,2016,144519367,192.69248933333333,185175793
82,2007-06-01,Knocked Up,27500000,148761765,219265952,2007,191765952,697.3307345454546,70504187
39,2005-05-06,Kingdom of Heaven,110000000,47398413,218853353,2005,108853353,98.95759363636364,171454940
46,2004-06-18,The Terminal,75000000,77073959,218673959,2004,143673959,191.56527866666667,141600000
57,1998-12-18,The Prince of Egypt,60000000,101413188,218613188,1998,158613188,264.35531333333336,117200000
40,2008-05-09,What Happens in Vegas...,35000000,80277646,218535708,2008,183535708,524.3877371428572,138258062
44,2010-07-14,The Sorcerer's Apprentice,160000000,63150991,217986320,2010,57986320,36.24145,154835329
58,2004-08-06,Collateral,60000000,100170152,217670152,2004,157670152,262.7835866666667,117500000
70,2010-02-12,Valentine's Day,52000000,110485654,217569328,2010,165569328,318.40255384615386,107083674
68,2012-12-21,Jack Reacher,60000000,80070736,217370736,2012,157370736,262.28456,137300000
55,2015-06-26,Ted 2,68000000,81476385,217214143,2015,149214143,219.4325632352941,135737758
91,2016-06-17,Central Intelligence,50000000,127440871,217194805,2016,167194805,334.38961,89753934
100,1988-12-09,Twins,15000000,111936388,216600000,1988,201600000,1344.0,104663612
7,2017-07-28,The Emoji Movie,50000000,86089513,216562312,2017,166562312,333.124624,130472799
3,1992-11-13,Bram Stoker's Dracula,40000000,82522790,215862692,1992,175862692,439.65673,133339902
27,2011-06-24,Bad Teacher,19000000,100292856,215448997,2011,196448997,1033.942089473684,115156141
25,2000-06-28,The Patriot,110000000,113330342,215300000,2000,105300000,95.72727272727273,101969658
90,2017-07-21,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,2017,35098356,19.499086666666667,174618986
54,2008-11-26,Australia,130000000,49554002,215080810,2008,85080810,65.44677692307692,165526808
58,2011-02-11,Just Go With It,80000000,103028109,214974953,2011,134974953,168.71869125,111946844
27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,2013,164949716,329.899432,159246241
2,2005-09-23,Flightplan,55000000,89706988,214392904,2005,159392904,289.80528,124685916
51,2002-06-14,The Bourne Identity,60000000,121468960,214357371,2002,154357371,257.262285,92888411
69,2018-09-28,Smallfoot,80000000,83240103,213691277,2018,133691277,167.11409625,130451174
96,2018-11-21,Creed II,50000000,115715889,213591522,2018,163591522,327.183044,97875633
99,2000-12-08,"Crouching Tiger, Hidden Dragon",15000000,128067808,213514672,2000,198514672,1323.4311466666666,85446864
49,2000-12-08,Vertical Limit,75000000,68473360,213500000,2000,138500000,184.66666666666666,145026640
10,2011-03-11,Battle: Los Angeles,70000000,83552429,213463976,2011,143463976,204.94853714285713,129911547
57,2000-12-22,Miss Congeniality,45000000,106807667,213420951,2000,168420951,374.26878,106613284
63,2011-08-10,The Help,25000000,169705587,213120004,2011,188120004,752.480016,43414417
77,2014-12-25,Into the Woods,56200000,128002372,213116401,2014,156916401,279.21067793594307,85114029
75,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024,2004,112956024,112.956024,94328907
62,1994-10-14,Pulp Fiction,8000000,107928762,212928762,1994,204928762,2561.609525,105000000
30,2003-11-14,Master and Commander: The Far Side of the World,135000000,93926386,212912137,2003,77912137,57.71269407407408,118985751
47,2009-08-14,District 9,30000000,115646235,212453431,2009,182453431,608.1781033333334,96807196
34,2011-07-08,Horrible Bosses,35000000,117538559,212417601,2011,177417601,506.90743142857144,94879042
50,1995-11-10,Ace Ventura: When Nature Calls,30000000,108360063,212400000,1995,182400000,608.0,104039937
59,2009-07-01,Public Enemies,102500000,97104620,212282709,2009,109782709,107.1050819512195,115178089
3,1994-12-09,Disclosure,55000000,83015089,212200000,1994,157200000,285.8181818181818,129184911
86,1999-11-24,End of Days,100000000,66889043,212026975,1999,112026975,112.02697500000001,145137932
84,2010-11-05,Due Date,65000000,100539043,211739043,2010,146739043,225.75237384615386,111200000
68,1999-04-30,Entrapment,66000000,87707396,211700000,1999,145700000,220.75757575757575,123992604
45,2011-11-11,Immortals,75000000,83504017,211562435,2011,136562435,182.08324666666667,128058418
68,2014-10-17,Fury,80000000,85817906,210315681,2014,130315681,162.89460125,124497775
26,1979-06-29,Moonraker,31000000,70300000,210300000,1979,179300000,578.3870967741935,140000000
96,2014-08-15,The Expendables 3,100000000,39322544,209461378,2014,109461378,109.461378,170138834
85,1995-05-24,Braveheart,72000000,75545647,209045244,1995,137045244,190.34061666666668,133499597
1,1978-06-16,Jaws 2,20000000,102922376,208900376,1978,188900376,944.50188,105978000
99,2012-02-10,Safe House,85000000,126181630,208542162,2012,123542162,145.34372,82360532
27,2004-12-17,The Aviator,110000000,102608827,208370892,2004,98370892,89.42808363636362,105762065
16,2000-12-27,Traffic,48000000,124107476,208300000,2000,160300000,333.9583333333333,84192524
20,2016-06-03,Me Before You,20000000,56245075,208265198,2016,188265198,941.32599,152020123
16,2004-06-11,Garfield: The Movie,50000000,75367693,208094550,2004,158094550,316.1891,132726857
67,2001-08-10,The Others,17000000,96522687,207765056,2001,190765056,1122.147388235294,111242369
30,1994-08-03,Clear and Present Danger,62000000,122012656,207500000,1994,145500000,234.6774193548387,85487344
4,2003-08-08,S.W.A.T.,70000000,116877597,207154748,2003,137154748,195.93535428571428,90277151
6,1999-11-19,Sleepy Hollow,70000000,101068340,207068340,1999,137068340,195.8119142857143,106000000
51,2011-10-21,Paranormal Activity 3,5000000,104028807,207039844,2011,202039844,4040.79688,103011037
23,2015-05-22,Tomorrowland,170000000,93436322,206627518,2015,36627518,21.54559882352941,113191196
67,2010-08-13,Eat Pray Love,60000000,80574010,206598789,2010,146598789,244.331315,126024779
54,2001-06-22,The Fast and the Furious,38000000,144512310,206512310,2001,168512310,443.45344736842105,62000000
14,2002-10-04,Red Dragon,78000000,92955420,206455420,2002,128455420,164.6864358974359,113500000
3,2016-09-16,Bridget Jonesâs Baby,35000000,24139805,205822688,2016,170822688,488.0648228571428,181682883
69,2006-06-02,The Break-Up,52000000,118703275,205727307,2006,153727307,295.6294365384615,87024032
90,2013-06-28,White House Down,150000000,73103784,205440387,2013,55440387,36.960258,132336603
14,1991-12-20,JFK,40000000,70405498,205400000,1991,165400000,413.5,134994502
63,2009-08-14,Gake no ue no Ponyo,34000000,15090399,205312666,2009,171312666,503.86078235294116,190222267
56,2009-07-24,The Ugly Truth,38000000,88915214,205298907,2009,167298907,440.2602815789474,116383693
8,2006-12-08,The Holiday,85000000,63280000,205190324,2006,120190324,141.40038117647057,141910324
62,2010-12-17,Yogi Bear,80000000,100246011,204774690,2010,124774690,155.96836249999998,104528679
58,2008-12-25,Valkyrie,90000000,83107829,203932174,2008,113932174,126.59130444444445,120824345
72,2004-07-07,King Arthur,90000000,51877963,203877963,2004,113877963,126.53106999999999,152000000
86,2017-01-27,A Dogâs Purpose,25000000,64321890,203671625,2017,178671625,714.6865,139349735
21,1979-05-25,Alien,10700000,80930630,203628947,1979,192928947,1803.0742710280374,122698317
34,2016-11-11,Arrival,47000000,100546139,203127894,2016,156127894,332.1870085106383,102581755
40,2007-07-20,Hairspray,75000000,118871849,203035572,2007,128035572,170.714096,84163723
15,2005-12-21,Fun With Dick And Jane,140000000,110550000,203018919,2005,63018919,45.01351357142857,92468919
53,2008-06-06,You Don't Mess With the Zohan,90000000,100018837,202910991,2008,112910991,125.45665666666667,102892154
44,2012-03-16,21 Jump Street,42000000,138447667,202812429,2012,160812429,382.88673571428575,64364762
7,2001-12-14,Vanilla Sky,70000000,100614858,202726605,2001,132726605,189.60943571428572,102111747
35,2015-08-14,Straight Outta Compton,28000000,161197785,202182981,2015,174182981,622.0820749999999,40985196
90,1998-12-25,Patch Adams,50000000,135014968,202173000,1998,152173000,304.346,67158032
24,1990-12-21,Kindergarten Cop,26000000,91457688,202000000,1990,176000000,676.9230769230769,110542312
89,1983-04-15,Flashdance,7000000,90463574,201463574,1983,194463574,2778.051057142857,111000000
26,1993-12-22,Philadelphia,26000000,77324422,201324422,1993,175324422,674.3247,124000000
64,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,2013,110859554,123.17728222222222,132300000
59,2001-07-04,Cats & Dogs,60000000,93375151,200700000,2001,140700000,234.50000000000003,107324849
44,1990-03-02,The Hunt for Red October,30000000,120709866,200500000,1990,170500000,568.3333333333334,79790134
17,2016-07-01,The BFG,140000000,55483770,199646680,2016,59646680,42.60477142857143,144162910
60,2002-12-20,Two Weeks Notice,60000000,93354918,199043309,2002,139043309,231.73884833333332,105688391
4,1998-04-10,City of Angels,55000000,78750909,198750909,1998,143750909,261.36528909090913,120000000
79,2005-03-04,The Pacifier,56000000,113006880,198006880,2005,142006880,253.58371428571428,85000000
35,2001-03-30,Spy Kids,35000000,112692062,197692062,2001,162692062,464.83446285714285,85000000
66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,2013,2687603,1.3782579487179487,132500000
42,2012-02-10,The Vow,30000000,125014030,197618160,2012,167618160,558.7271999999999,72604130
85,2005-10-05,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152,2005,167593152,558.64384,141524605
5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,2017,137578586,229.29764333333333,152558304
43,2018-08-03,Christopher Robin,75000000,99215042,197504758,2018,122504758,163.33967733333336,98289716
6,2015-09-25,The Intern,40000000,75764672,197115710,2015,157115710,392.789275,121351038
7,1994-10-28,Stargate,55000000,71565669,196565669,1994,141565669,257.39212545454546,125000000
63,2010-10-15,Red,60000000,90380162,196439693,2010,136439693,227.39948833333332,106059531
39,2004-02-13,50 First Dates,75000000,120776832,196320329,2004,121320329,161.7604386666667,75543497
17,2002-03-29,Panic Room,48000000,95308367,196308367,2002,148308367,308.97576458333333,101000000
19,2017-12-01,The Shape of Water,19500000,63859435,195790794,2017,176290794,904.0553538461538,131931359
78,2003-04-11,Anger Management,56000000,135560942,195660942,2003,139660942,249.3945392857143,60100000
49,1981-06-26,For Your Eyes Only,28000000,54800000,195300000,1981,167300000,597.5,140500000
80,2016-03-04,London Has Fallen,60000000,62524260,195194085,2016,135194085,225.32347499999997,132669825
2,2014-04-25,The Other Woman,40000000,83911193,195111193,2014,155111193,387.7779825,111200000
88,2007-11-16,Beowulf,150000000,82280579,195080579,2007,45080579,30.053719333333333,112800000
93,2009-09-25,Paranormal Activity,450000,107918810,194183034,2009,193733034,43051.78533333333,86264224
70,2014-03-14,Need for Speed,66000000,43568507,194169619,2014,128169619,194.19639242424242,150601112
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,2016,134058503,223.43083833333336,193348521
6,2011-02-11,Gnomeo and Juliet,36000000,99967670,193737977,2011,157737977,438.16104722222224,93770307
54,2002-05-31,The Sum of All Fears,68000000,118471320,193500000,2002,125500000,184.55882352941177,75028680
96,2014-09-26,The Equalizer,55000000,101530738,192903624,2014,137903624,250.7338618181818,91372886
4,2006-09-29,Open Season,85000000,85105259,191932158,2006,106932158,125.8025388235294,106826899
33,2005-05-27,The Longest Yard,82000000,158119460,191558505,2005,109558505,133.60793292682928,33439045
49,1991-11-22,The Addams Family,30000000,113502246,191502246,1991,161502246,538.34082,78000000
62,2000-08-04,Hollow Man,90000000,73209340,191200000,2000,101200000,112.44444444444443,117990660
37,1987-07-31,The Living Daylights,40000000,51185000,191200000,1987,151200000,378.0,140015000
50,2008-08-13,Tropic Thunder,90000000,110515313,191145256,2008,101145256,112.38361777777777,80629943
21,2018-07-20,The Equalizer 2,77000000,102084362,190453132,2018,113453132,147.34172987012988,88368770
8,2019-02-08,The LEGO Movie 2: The Second Part,99000000,105806508,190325698,2019,91325698,92.2481797979798,84519190
82,2003-12-25,Cheaper by the Dozen,40000000,138614544,190212113,2003,150212113,375.5302825,51597569
69,1998-11-06,The Waterboy,23000000,161491646,190191646,1998,167191646,726.9202,28700000
19,1995-03-10,Outbreak,50000000,67823573,190023573,1995,140023573,280.047146,122200000
7,1994-11-11,The Santa Clause,22000000,144833357,189800000,1994,167800000,762.7272727272727,44966643
9,2011-06-17,Mr. Poppers's Penguins,55000000,68224452,189624452,2011,134624452,244.77173090909093,121400000
69,1998-06-19,The X Files: Fight the Future,66000000,83898313,189176423,1998,123176423,186.63094393939394,105278110
59,1988-05-25,Rambo III,58000000,53715611,188715611,1988,130715611,225.37174310344827,135000000
27,2011-04-01,Hop,63000000,108085305,188657593,2011,125657593,199.45649682539684,80572288
60,1993-12-17,The Pelican Brief,45000000,100768056,187995859,1993,142995859,317.76857555555557,87227803
37,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,187861183,2013,96861183,106.44086043956045,129624345
15,2005-11-18,Walk the Line,29000000,119519402,187707495,2005,158707495,547.2672241379311,68188093
83,1983-06-10,Octopussy,27500000,67900000,187500000,1983,160000000,581.8181818181819,119600000
19,2009-08-28,The Final Destination,40000000,66477700,187384627,2009,147384627,368.4615675,120906927
38,2004-10-22,The Grudge,10000000,110359362,187281115,2004,177281115,1772.81115,76921753
20,2009-03-06,Watchmen,138000000,107509799,186976250,2009,48976250,35.49003623188406,79466451
73,1998-05-15,The Horse Whisperer,60000000,75383563,186883563,1998,126883563,211.472605,111500000
12,2009-03-20,Knowing,50000000,79957634,186450317,2009,136450317,272.900634,106492683
57,2001-06-08,Atlantis: The Lost Empire,90000000,84052762,186049020,2001,96049020,106.72113333333333,101996258
20,2009-01-16,Paul Blart: Mall Cop,26000000,146336178,185904750,2009,159904750,615.0182692307692,39568572
6,2006-03-24,Inside Man,50000000,88634237,185798265,2006,135798265,271.59653000000003,97164028
58,2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,2017,140736412,312.7475822222222,80838882
100,2007-07-20,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462,2007,100708462,118.48054352941178,65983182
83,1977-07-13,The Spy Who Loved Me,14000000,46800000,185400000,1977,171400000,1224.2857142857142,138600000
18,1937-12-21,Snow White and the Seven Dwarfs,1488000,184925486,184925486,1937,183437486,12327.78803763441,0
57,2002-07-12,Road to Perdition,80000000,104054514,183354514,2002,103354514,129.1931425,79300000
15,2016-09-23,Storks,70000000,72679278,183353431,2016,113353431,161.93347285714285,110674153
68,1986-07-18,Aliens,17000000,85160248,183316455,1986,166316455,978.3320882352941,98156207
11,2002-12-20,Gangs of New York,97000000,77730500,183124621,2002,86124621,88.78826907216495,105394121
97,1992-02-14,Wayne's World,20000000,121697323,183097323,1992,163097323,815.486615,61400000
59,2003-02-14,Daredevil,80000000,102543518,182782518,2003,102782518,128.4781475,80239000
55,2002-09-27,Sweet Home Alabama,38000000,127214072,182365114,2002,144365114,379.9081947368421,55151042
41,1991-11-15,Cape Fear,35000000,79091969,182291969,1991,147291969,420.83419714285714,103200000
91,2015-02-06,Jupiter Ascending,179000000,47482519,181982519,2015,2982519,1.6662117318435754,134500000
45,2006-05-12,Poseidon,160000000,60674817,181674817,2006,21674817,13.546760625000001,121000000
53,1996-09-20,The First Wives Club,30000000,105489203,181489203,1996,151489203,504.96401000000003,76000000
71,2004-03-26,Scooby-Doo 2: Monsters Unleashed,25000000,84185387,181185387,2004,156185387,624.741548,97000000
93,2009-02-06,He's Just Not That Into You,40000000,93953653,181053657,2009,141053657,352.6341425,87100004
80,2006-11-22,DÃ©jÃ Vu,80000000,64038616,181038616,2006,101038616,126.29827,117000000
18,2013-10-18,12 Years a Slave,20000000,56671993,181025343,2013,161025343,805.1267149999999,124353350
99,2016-07-29,Bad Moms,20000000,113257297,180998716,2016,160998716,804.9935800000001,67741419
60,2008-09-26,Eagle Eye,80000000,101440743,180585259,2008,100585259,125.73157375,79144516
66,1999-07-23,The Haunting,80000000,91188905,180188905,1999,100188905,125.23613125,89000000
96,2012-05-16,The Dictator,65000000,59650222,180148897,2012,115148897,177.15214923076923,120498675
89,2011-11-23,Hugo,180000000,73864507,180047784,2011,47784,0.026546666666666666,106183277
9,2017-12-22,The Post,50000000,81903458,179748880,2017,129748880,259.49775999999997,97845422
96,2006-11-03,Flushed Away,149000000,64665672,179357126,2006,30357126,20.373910067114092,114691454
16,2003-07-11,The League of Extraordinary Gentlemen,78000000,66465204,179265204,2003,101265204,129.8271846153846,112800000
61,2001-05-18,Moulin Rouge,53000000,57386369,179200588,2001,126200588,238.11431698113208,121814219
98,2003-02-07,How to Lose a Guy in 10 Days,50000000,105807520,178890782,2003,128890782,257.781564,73083262
96,2006-04-14,Scary Movie 4,40000000,90710620,178710620,2006,138710620,346.77655,88000000
9,1997-02-07,Dante's Peak,115000000,67163857,178200000,1997,63200000,54.95652173913044,111036143
65,1992-06-05,Patriot Games,45000000,83287363,178100000,1992,133100000,295.77777777777777,94812637
65,1997-11-26,Flubber,80000000,92993801,177993801,1997,97993801,122.49225125000001,85000000
86,1999-09-24,Double Jeopardy,40000000,116735231,177835231,1999,137835231,344.5880775,61100000
78,2004-08-27,Jet Li's Hero,17000000,53652140,177535958,2004,160535958,944.3291647058822,123883818
65,2010-10-20,Paranormal Activity 2,3000000,84752907,177512032,2010,174512032,5817.067733333333,92759125
22,2005-08-19,The 40 Year-old Virgin,26000000,109449237,177344230,2005,151344230,582.0931923076923,67894993
32,2010-06-11,The A-Team,110000000,77222099,177241171,2010,67241171,61.12833727272727,100019072
95,1982-12-17,Tootsie,15000000,177200000,177200000,1982,162200000,1081.3333333333333,0
45,2013-08-16,Lee Daniels' The Butler,30000000,116632095,177025498,2013,147025498,490.08499333333333,60393403
30,2005-12-09,Brokeback Mountain,13900000,83043761,176980863,2005,163080863,1173.243618705036,93937102
52,1999-03-05,Analyze This,30000000,106885658,176885658,1999,146885658,489.61886000000004,70000000
8,2003-10-10,Kill Bill: Volume 1,55000000,70098138,176469428,2003,121469428,220.85350545454548,106371290
54,2003-05-30,The Italian Job,60000000,106126012,176262839,2003,116262839,193.7713983333333,70136827
84,2001-06-22,Dr. Dolittle 2,72000000,112950721,176101721,2001,104101721,144.5857236111111,63151000
34,2011-07-29,Cowboys and Aliens,163000000,100368560,176038324,2011,13038324,7.998971779141105,75669764
86,2017-05-25,Baywatch,60000000,58060186,175863783,2017,115863783,193.106305,117803597
5,2017-11-10,Daddyâs Home 2,70000000,104029443,175807183,2017,105807183,151.15311857142856,71777740
10,1995-06-02,The Bridges of Madison County,22000000,71516617,175516617,1995,153516617,697.8028045454545,104000000
5,2011-11-16,The Descendants,20000000,82624961,175507800,2011,155507800,777.539,92882839
32,2013-02-08,Identity Thief,35000000,134506920,175361578,2013,140361578,401.03308000000004,40854658
62,2007-12-25,The Bucket List,45000000,93466502,174807445,2007,129807445,288.4609888888889,81340943
93,1997-07-16,George Of The Jungle,55000000,105263257,174463257,1997,119463257,217.20592181818182,69200000
68,2016-10-07,The Girl on the Train,45000000,75395035,174278214,2016,129278214,287.28492,98883179
31,2001-11-02,Le Fabuleux destin d'AmÃ©lie Poulain,10350000,33201661,174201661,2001,163851661,1583.1078357487922,141000000
9,2007-06-22,Evan Almighty,175000000,100289690,174131329,2007,-868671,-0.4963834285714286,73841639
7,2012-03-30,Mirror Mirror,85000000,64935167,173613482,2012,88613482,104.25115529411764,108678315
91,2015-11-25,Creed,37000000,109767581,173567581,2015,136567581,369.10157027027026,63800000
71,2000-06-02,Big Momma's House,33000000,117559438,173559438,2000,140559438,425.93769090909086,56000000
1,1996-12-20,Scream,15000000,103046663,173046663,1996,158046663,1053.64442,70000000
47,2004-01-16,Along Came Polly,42000000,88073507,173044410,2004,131044410,312.01050000000004,84970903
9,2013-03-22,Olympus Has Fallen,70000000,98927592,172878928,2013,102878928,146.96989714285715,73951336
79,2002-11-01,The Santa Clause 2,65000000,139225854,172825854,2002,107825854,165.88592923076925,33600000
65,2017-08-18,The Hitmanâs Bodyguard,30000000,75468583,172778667,2017,142778667,475.92888999999997,97310084
11,2004-08-13,AVP: Alien Vs. Predator,70000000,80281096,172543519,2004,102543519,146.49074142857143,92262423
52,2009-10-09,Couples Retreat,60000000,109205660,172450423,2009,112450423,187.41737166666667,63244763
33,1997-12-12,Scream 2,24000000,101363301,172363301,1997,148363301,618.1804208333333,71000000
92,2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754,2013,122185754,244.371508,44833047
34,2016-03-18,The Divergent Series: Allegiant,110000000,66184051,172022517,2016,62022517,56.38410636363636,105838466
98,2010-10-15,Jackass 3D,20000000,117229692,171685793,2010,151685793,758.428965,54456101
89,2006-12-08,Blood Diamond,100000000,57377916,171377916,2006,71377916,71.377916,114000000
94,2017-02-10,John Wick: Chapter Two,40000000,92029184,171350009,2017,131350009,328.3750225,79320825
76,2008-01-18,Cloverfield,25000000,80048433,171302226,2008,146302226,585.208904,91253793
94,2002-06-28,Mr. Deeds,50000000,126293452,171269535,2002,121269535,242.53906999999998,44976083
74,2010-08-06,The Other Guys,100000000,119219978,170936470,2010,70936470,70.93647,51716492
100,2018-12-14,The Mule,50000000,103804407,170857676,2018,120857676,241.715352,67053269
71,2011-07-08,Zookeeper,80000000,80360866,170805525,2011,90805525,113.50690625,90444659
88,2012-06-29,Magic Mike,7000000,113721571,170549753,2012,163549753,2336.4250428571427,56828182
69,2012-09-28,Looper,30000000,66486205,170466405,2012,140466405,468.22135,103980200
35,2018-11-02,The Nutcracker and the Four Realms,132900000,54858851,170293899,2018,37393899,28.1368690744921,115435048
64,2004-03-05,Starsky & Hutch,60000000,88200225,170200225,2004,110200225,183.66704166666668,82000000
57,2007-08-17,Superbad,17500000,121463226,169955142,2007,152455142,871.1722399999999,48491916
100,2012-12-21,The Impossible,40000000,19019882,169590606,2012,129590606,323.976515,150570724
68,1997-04-04,The Saint,90000000,61363304,169400000,1997,79400000,88.22222222222223,108036696
80,2000-12-15,The Emperor's New Groove,100000000,89296573,169296573,2000,69296573,69.296573,80000000
62,2009-04-10,Hannah Montana the Movie,30000000,79576189,169173206,2009,139173206,463.91068666666666,89597017
17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,2016,128904682,322.261705,101695067
18,1995-12-27,12 Monkeys,29000000,57141459,168841459,1995,139841459,482.2119275862069,111700000
54,2008-11-26,Four Christmases,80000000,120146040,168311558,2008,88311558,110.38944749999999,48165518
95,2008-09-12,Burn After Reading,37000000,60355347,168167798,2008,131167798,354.5075621621622,107812451
99,2015-02-27,Focus,65000000,53862963,168065700,2015,103065700,158.56261538461538,114202737
40,2017-03-31,Ghost in the Shell,110000000,40563557,167910690,2017,57910690,52.64608181818182,127347133
45,2018-01-05,Insidious: The Last Key,10000000,67745330,167885588,2018,157885588,1578.85588,100140258
87,2003-07-25,Spy Kids 3-D: Game Over,40000000,111760631,167851995,2003,127851995,319.62998749999997,56091364
48,2004-06-18,Dodgeball: A True Underdog Story,30000000,114326736,167791704,2004,137791704,459.30568000000005,53464968
96,1987-11-25,3 Men and a Baby,15000000,167780960,167780960,1987,152780960,1018.5397333333333,0
51,2004-11-24,Alexander,155000000,34297191,167297191,2004,12297191,7.933671612903225,133000000
60,2009-12-04,Up in the Air,30000000,83823381,166842739,2009,136842739,456.1424633333333,83019358
52,2008-12-19,Seven Pounds,54000000,69951824,166617328,2008,112617328,208.5506074074074,96665504
27,2000-07-28,Nutty Professor II: The Klumps,84000000,123307945,166307945,2000,82307945,97.98564880952381,43000000
95,2002-07-19,Stuart Little 2,120000000,64956806,166000000,2002,46000000,38.333333333333336,101043194
52,1997-07-11,Contact,90000000,100920329,165900000,1997,75900000,84.33333333333334,64979671
62,2002-04-19,The Scorpion King,60000000,90580000,165890634,2002,105890634,176.48439,75310634
9,2010-08-06,Step Up 3D,30000000,42400223,165889117,2010,135889117,452.96372333333335,123488894
19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,70720921,74.4430747368421,84157979
30,1996-10-18,Sleepers,44000000,53300852,165600852,1996,121600852,276.3655727272727,112300000
74,2012-07-27,Step Up Revolution,33000000,35074677,165552290,2012,132552290,401.67360606060606,130477613
51,2001-08-03,The Princess Diaries,30000000,108244774,165334774,2001,135334774,451.1159133333333,57090000
63,2003-12-25,Cold Mountain,80000000,95632614,165173909,2003,85173909,106.46738625,69541295
10,2016-04-22,The Huntsman: Winterâs War,115000000,48003015,165149302,2016,50149302,43.60808869565218,117146287
74,2011-10-28,In Time,35000000,37553932,165103952,2011,130103952,371.72557714285716,127550020
76,1999-07-28,Deep Blue Sea,60000000,73648228,165048228,1999,105048228,175.08038,91400000
74,1998-06-12,"Six Days, Seven Nights",80000000,74339294,164800000,1998,84800000,106.0,90460706
94,2003-03-07,Bringing Down the House,20000000,132675402,164675402,2003,144675402,723.37701,32000000
19,2011-10-21,Johnny English Reborn,45000000,8406711,164640401,2011,119640401,265.8675577777778,156233690
55,2003-05-09,Daddy Day Care,60000000,104148781,164285587,2003,104285587,173.80931166666667,60136806
81,2007-11-09,No Country for Old Men,25000000,74273505,164035753,2007,139035753,556.143012,89762248
27,2014-03-07,The Grand Budapest Hotel,31000000,59076019,163981261,2014,132981261,428.97180967741934,104905242
41,2006-10-27,Saw III,10000000,80238724,163876815,2006,153876815,1538.7681499999999,83638091
100,2002-12-13,Maid in Manhattan,55000000,93932896,163838217,2002,108838217,197.88766727272727,69905321
34,2006-07-28,Miami Vice,135000000,63478838,163818556,2006,28818556,21.34707851851852,100339718
58,1999-11-10,Pokemon: The First Movie,30000000,85744662,163644662,1999,133644662,445.4822066666667,77900000
82,2014-12-25,Unbroken,65000000,115637895,163527824,2014,98527824,151.58126769230768,47889929
93,2006-08-09,World Trade Center,65000000,70278893,163295654,2006,98295654,151.22408307692308,93016761
97,2003-07-18,Johnny English,45000000,28013509,163126676,2003,118126676,262.50372444444446,135113167
100,2005-07-22,The Island,120000000,35818913,163018913,2005,43018913,35.84909416666667,127200000
76,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525,2006,89870525,123.11030821917808,14657148
