id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,profit,roi,foreign_gross
20,1987-12-11,Wall Street,16500000,43848100,43848100,1987,27348100,165.7460606060606,0
14,2003-04-04,A Man Apart,36000000,26500000,43797731,2003,7797731,21.660363888888888,17297731
84,2001-12-26,Monster's Ball,4000000,31273922,43766463,2001,39766463,994.1615750000001,12492541
66,2001-09-14,Hardball,21000000,40222729,43728560,2001,22728560,108.2312380952381,3505831
75,2019-05-03,Long Shot,40000000,30202860,43711031,2019,3711031,9.2775775,13508171
20,1961-10-18,West Side Story,6000000,43700000,43700000,1961,37700000,628.3333333333334,0
36,2015-06-26,Max,20000000,42656255,43658157,2015,23658157,118.29078500000001,1001902
68,2007-01-05,Freedom Writers,21000000,36605602,43632609,2007,22632609,107.77432857142857,7027007
85,2008-02-08,Welcome Home Roscoe Jenkins,27500000,42436517,43607627,2008,16107627,58.573189090909096,1171110
11,2010-09-03,Going the Distance,32000000,17804299,43603990,2010,11603990,36.26246875,25799691
2,2006-12-22,We Are Marshall,65000000,43545364,43545364,2006,-21454636,-33.0071323076923,0
70,2008-08-15,Fly Me To the Moon,25000000,14543943,43530281,2008,18530281,74.12112400000001,28986338
33,2015-02-20,The DUFF,8500000,34030343,43528634,2015,35028634,412.10157647058827,9498291
54,1997-09-26,Soul Food,7500000,43492389,43492389,1997,35992389,479.89851999999996,0
67,2008-10-24,Pride and Glory,30000000,15740721,43440721,2008,13440721,44.80240333333334,27700000
11,2013-08-16,Jobs,18000000,16131410,43402515,2013,25402515,141.12508333333332,27271105
64,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43353117,2008,31353117,261.275975,5244389
92,2006-01-13,Last Holiday,45000000,38399961,43343247,2006,-1656753,-3.681673333333333,4943286
89,2002-01-11,Orange County,18000000,41059716,43308707,2002,25308707,140.60392777777778,2248991
2,2003-12-12,Girl with a Pearl Earring,12000000,11634362,43274797,2003,31274797,260.62330833333334,31640435
40,2017-10-20,The Snowman,35000000,6670765,43226146,2017,8226146,23.503274285714284,36555381
59,1997-10-10,Boogie Nights,15000000,26410771,43111725,1997,28111725,187.4115,16700954
32,2018-02-23,Annihilation,55000000,32732301,43070915,2018,-11929085,-21.689245454545457,10338614
41,2001-03-02,See Spot Run,16000000,33357476,43057552,2001,27057552,169.1097,9700076
4,2006-09-08,Tom yum goong,5700000,12044087,43044087,2006,37344087,655.1594210526316,31000000
70,1979-06-22,Escape from Alcatraz,8000000,43000000,43000000,1979,35000000,437.5,0
74,2015-08-26,No Escape,5000000,27288872,42844516,2015,37844516,756.89032,15555644
60,2015-11-20,Carol,11800000,12711491,42843521,2015,31043521,263.080686440678,30132030
7,2006-01-13,Glory Road,30000000,42647449,42799060,2006,12799060,42.66353333333333,151611
37,2018-11-30,The Possession of Hannah Grace,6000000,14836174,42785387,2018,36785387,613.0897833333333,27949213
3,2004-04-02,Shaolin Soccer,10000000,488872,42776032,2004,32776032,327.76032000000004,42287160
69,2003-03-28,Basic,50000000,26599248,42598498,2003,-7401502,-14.803004,15999250
59,2017-09-15,mother!,30000000,17800004,42531076,2017,12531076,41.770253333333336,24731072
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,2016,25493506,149.96179999999998,428321
88,1981-05-22,The Four Seasons,6500000,42488161,42488161,1981,35988161,553.6640153846154,0
88,2016-09-09,Robinson Crusoe,13000000,8005586,42446455,2016,29446455,226.5111923076923,34440869
10,2015-11-20,Legend,25000000,1872994,42425450,2015,17425450,69.7018,40552456
18,2012-05-25,Chernobyl Diaries,1000000,18119640,42411721,2012,41411721,4141.1721,24292081
9,2002-09-20,8 femmes,8000000,3076425,42376425,2002,34376425,429.7053125,39300000
52,2010-02-12,My Name is Khan,8470000,4046336,42355526,2010,33885526,400.0652420306966,38309190
47,2016-01-15,The Lady in the Van,6000000,10021175,42320503,2016,36320503,605.3417166666667,32299328
65,1993-03-19,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609,1993,21273609,101.3029,0
98,2015-11-13,Love the Coopers,18000000,26302731,42227490,2015,24227490,134.59716666666665,15924759
18,2010-04-23,Joheunnom nabbeunnom isanghannom,10000000,128486,42226657,2010,32226657,322.26657,42098171
70,2013-03-01,21 and Over,13000000,25682380,42195766,2013,29195766,224.5828153846154,16513386
62,2014-07-02,Earth to Echo,13000000,38934842,42174545,2014,29174545,224.41957692307693,3239703
39,2001-11-23,In the Bedroom,1700000,35930604,42137871,2001,40437871,2378.698294117647,6207267
40,2017-03-17,T2: Trainspotting,18000000,2402004,42091262,2017,24091262,133.84034444444444,39689258
38,2006-11-10,A Good Year,35000000,7459300,42064105,2006,7064105,20.18315714285714,34604805
82,2009-09-04,Gamer,50000000,20534907,42002029,2009,-7997971,-15.995942,21467122
86,2005-09-30,Into the Blue,50000000,18782227,41982227,2005,-8017773,-16.035546,23200000
37,2008-03-21,Meet the Browns,20000000,41975388,41975388,2008,21975388,109.87693999999999,0
58,2018-12-25,Holmes & Watson,42000000,30568743,41926605,2018,-73395,-0.17475,11357862
69,2008-10-10,Quarantine,12000000,31691811,41924774,2008,29924774,249.37311666666665,10232963
48,2005-04-22,A Lot Like Love,25000000,21835784,41921590,2005,16921590,67.68636000000001,20085806
65,1975-05-16,The Return of the Pink Panther,5000000,41833347,41833347,1975,36833347,736.6669400000001,0
84,2014-08-29,"As Above, So Below",5000000,21222315,41824066,2014,36824066,736.4813200000001,20601751
42,1991-09-20,The Fisher King,24000000,41798224,41798224,1991,17798224,74.15926666666667,0
20,2009-09-18,The Informant!,22000000,33316821,41771168,2009,19771168,89.86894545454545,8454347
92,2015-01-16,Still Alice,5000000,18656400,41699612,2015,36699612,733.99224,23043212
19,2004-09-17,Wimbledon,35000000,16862585,41666476,2004,6666476,19.047074285714285,24803891
80,2015-07-10,The Gallows,100000,22764410,41656474,2015,41556474,41556.473999999995,18892064
80,2011-09-30,Dream House,50000000,21302340,41642166,2011,-8357834,-16.715668,20339826
13,2009-10-23,Astro Boy,65000000,19551067,41636243,2009,-23363757,-35.94424153846154,22085176
13,2005-06-01,The Sisterhood of the Traveling Pants,25000000,39053061,41560117,2005,16560117,66.24046799999999,2507056
78,2012-04-27,Safe,33000000,17142080,41495213,2012,8495213,25.743069696969695,24353133
47,1990-06-15,Gremlins 2: The New Batch,50000000,41476097,41476097,1990,-8523903,-17.047805999999998,0
15,2012-09-21,Dredd,45000000,13414714,41467606,2012,-3532394,-7.849764444444444,28052892
18,2006-09-15,Gridiron Gang,30000000,38432823,41457834,2006,11457834,38.19278,3025011
72,1985-06-28,Pale Rider,6900000,41410568,41410568,1985,34510568,500.15315942028985,0
87,1986-10-10,Peggy Sue Got Married,18000000,41382841,41382841,1986,23382841,129.90467222222222,0
65,2008-04-04,Leatherheads,58000000,31373938,41348628,2008,-16651372,-28.70926206896552,9974690
47,2006-10-13,Man of the Year,20000000,37442180,41342180,2006,21342180,106.71090000000001,3900000
73,2011-09-30,50/50,8000000,35016118,41334735,2011,33334735,416.6841875,6318617
88,2001-12-26,Gosford Park,18000000,41300105,41300105,2001,23300105,129.44502777777777,0
57,2014-09-19,This is Where I Leave You,20000000,34296320,41296320,2014,21296320,106.4816,7000000
59,2012-12-19,The Guilt Trip,40000000,37134215,41294674,2012,1294674,3.2366850000000005,4160459
18,2013-09-27,Don Jon,5500000,24477704,41268579,2013,35768579,650.3378,16790875
54,1996-11-15,The Mirror Has Two Faces,42000000,41267469,41267469,1996,-732531,-1.7441214285714286,0
95,2015-08-07,Ricki and the Flash,18000000,26839498,41166033,2015,23166033,128.70018333333334,14326535
71,1971-10-09,The French Connection,2200000,41158757,41158757,1971,38958757,1770.8525909090908,0
9,1997-08-22,Money Talks,25000000,41076865,41076865,1997,16076865,64.30746,0
42,2014-10-17,The Best of Me,26000000,26766213,41059418,2014,15059418,57.92083846153846,14293205
91,2011-02-25,Drive Angry,50000000,10721033,41042583,2011,-8957417,-17.914834,30321550
60,1996-02-16,Happy Gilmore,10000000,38623460,41004412,1996,31004412,310.04412,2380952
60,2011-08-12,30 Minutes or Less,28000000,37053924,40966716,2011,12966716,46.3097,3912792
42,2000-04-28,Where the Heart Is,15000000,33771174,40862054,2000,25862054,172.41369333333333,7090880
14,2002-05-31,Undercover Brother,25000000,38230435,40796145,2002,15796145,63.184580000000004,2565710
92,2016-01-08,The Forest,10000000,26594261,40749230,2016,30749230,307.4923,14154969
24,2005-08-05,Broken Flowers,10000000,13744960,40744960,2005,30744960,307.4496,27000000
46,2007-08-24,War,25000000,22486409,40686409,2007,15686409,62.745636000000005,18200000
4,2017-04-28,The Circle,18000000,20497844,40651864,2017,22651864,125.84368888888888,20154020
16,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842,2014,-24349158,-37.46024307692308,26893038
8,2010-04-16,El secreto de sus ojos,3500000,6391436,40527719,2010,37027719,1057.9348285714286,34136283
58,2011-08-19,Fright Night,30000000,18298649,40520649,2011,10520649,35.06883,22222000
58,1989-02-17,Bill & Ted's Excellent Adventure,10000000,40485039,40485039,1989,30485039,304.85039,0
94,2016-02-19,The Witch,3500000,25138705,40454520,2016,36954520,1055.8434285714286,15315815
78,2000-08-11,Bless the Child,40000000,29374178,40435694,2000,435694,1.089235,11061516
36,2002-08-02,The Master of Disguise,16000000,40363530,40363530,2002,24363530,152.2720625,0
50,2005-09-30,Serenity,39000000,25514517,40319440,2005,1319440,3.383179487179487,14804923
36,2004-11-19,La mala educaciÃ³n,5000000,5211842,40311842,2004,35311842,706.23684,35100000
29,2017-02-17,Fist Fight,25000000,32187017,40286416,2017,15286416,61.145664,8099399
30,1998-12-25,The Faculty,15000000,40283321,40283321,1998,25283321,168.55547333333334,0
92,1993-11-12,The Piano,7000000,40157856,40168957,1993,33168957,473.8422428571429,11101
34,2008-06-20,The Love Guru,62000000,32235793,40159017,2008,-21840983,-35.22739193548387,7923224
7,2007-08-17,The Invasion,80000000,15074191,40147042,2007,-39852958,-49.8161975,25072851
41,2009-09-04,All About Steve,15000000,33862903,40127259,2009,25127259,167.51506,6264356
74,2004-02-27,Twisted,50000000,25195050,40119848,2004,-9880152,-19.760304,14924798
99,2006-07-28,Scoop,4000000,10525717,40103262,2006,36103262,902.58155,29577545
43,1998-11-13,I Still Know What You Did Last Summer,24000000,40020622,40020622,1998,16020622,66.75259166666667,0
57,2006-03-17,Thank You For Smoking,7500000,24793509,40016662,2006,32516662,433.55549333333335,15223153
80,2008-10-17,The Secret Life of Bees,11000000,37780486,39994347,2008,28994347,263.5849727272727,2213861
22,1980-07-25,Caddyshack,6000000,39846344,39846344,1980,33846344,564.1057333333333,0
51,2000-02-11,The Beach,50000000,39778599,39778599,2000,-10221401,-20.442802,0
9,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957,2009,-246043,-0.6151075,25707362
77,2001-03-16,Memento,5000000,25544867,39723096,2001,34723096,694.46192,14178229
84,2011-07-01,Monte Carlo,20000000,23186769,39686769,2011,19686769,98.43384499999999,16500000
43,2004-12-17,Mar adentro,13300000,2086345,39686345,2004,26386345,198.39357142857145,37600000
94,2011-03-11,Mars Needs Moms,150000000,21392758,39549758,2011,-110450242,-73.63349466666666,18157000
5,2005-10-21,Dreamer: Inspired by a True Story,32000000,33022286,39498360,2005,7498360,23.432375,6476074
40,2001-04-20,Crocodile Dundee in Los Angeles,25000000,25590119,39393111,2001,14393111,57.572444,13802992
23,2007-08-03,Becoming Jane,16500000,18663911,39380876,2007,22880876,138.67197575757575,20716965
65,2003-06-06,Whale Rider,4300000,20779666,39374600,2003,35074600,815.6883720930233,18594934
58,1993-07-16,Hocus Pocus,28000000,39360491,39360491,1993,11360491,40.57318214285714,0
62,1982-06-25,Blade Runner,28000000,32656328,39342912,1982,11342912,40.510400000000004,6686584
17,2010-04-30,Furry Vengeance,35000000,17630465,39340177,2010,4340177,12.400505714285714,21709712
71,2008-03-14,Never Back Down,21000000,24850922,39319801,2008,18319801,87.23714761904762,14468879
60,1999-12-17,Anna and the King,75000000,39251128,39251128,1999,-35748872,-47.66516266666667,0
30,2002-04-05,National Lampoonâs Van Wilder,6000000,21305259,39241323,2002,33241323,554.02205,17936064
82,2012-11-30,Killing Them Softly,15000000,14945541,39238443,2012,24238443,161.58962,24292902
27,2000-11-03,The Legend of Bagger Vance,60000000,30695227,39235486,2000,-20764514,-34.60752333333333,8540259
88,2010-03-05,Brooklyn's Finest,17000000,27163593,39233233,2010,22233233,130.78372352941176,12069640
17,2014-05-16,Million Dollar Arm,25000000,36447959,39217912,2014,14217912,56.87164799999999,2769953
73,2003-04-18,Winged Migration,28000000,11689053,39134983,2003,11134983,39.76779642857143,27445930
43,2011-08-26,Don't Be Afraid of the Dark,25000000,24046682,39126427,2011,14126427,56.505708,15079745
31,1993-06-09,What's Love Got to Do With It,15000000,39100956,39100956,1993,24100956,160.67304000000001,0
86,2019-02-14,Fighting With My Family,11000000,22958583,39049922,2019,28049922,254.99929090909092,16091339
5,1998-03-20,Primary Colors,65000000,39017984,39017984,1998,-25982016,-39.97233230769231,0
63,1983-11-18,Yentl,12000000,39012241,39012241,1983,27012241,225.10200833333332,0
38,2008-12-25,The Spirit,60000000,19806188,39006188,2008,-20993812,-34.989686666666664,19200000
50,2011-02-11,The Eagle,25000000,19490041,38993548,2011,13993548,55.974192,19503507
49,2010-05-28,Agora,70000000,619423,38992292,2010,-31007708,-44.296725714285714,38372869
1,2016-09-16,Blair Witch,10000000,20777061,38985577,2016,28985577,289.85577,18208516
43,2014-10-10,Whiplash,3300000,13092006,38969037,2014,35669037,1080.879909090909,25877031
64,2014-02-21,3 Days to Kill,28000000,30697999,38959900,2014,10959900,39.142500000000005,8261901
42,2010-04-02,Tau ming chong,4000000,129078,38899792,2010,34899792,872.4947999999999,38770714
39,2002-03-29,Clockstoppers,26000000,36985501,38788828,2002,12788828,49.187799999999996,1803327
21,2016-04-15,Criminal,31500000,14708696,38771262,2016,7271262,23.08337142857143,24062566
32,2011-12-09,The Sitter,25000000,30542576,38749404,2011,13749404,54.99761600000001,8206828
17,1986-12-19,Little Shop of Horrors,30000000,38747385,38747385,1986,8747385,29.15795,0
25,2014-12-10,The Gambler,25000000,33680992,38718031,2014,13718031,54.872124,5037039
79,2001-03-30,Someone Like You,23000000,27338033,38684906,2001,15684906,68.19524347826086,11346873
53,1994-02-18,On Deadly Ground,50000000,38590458,38590458,1994,-11409542,-22.819084,0
7,2008-12-31,Admiral,20000000,0,38585047,2008,18585047,92.925235,38585047
66,2000-09-22,Urban Legends: Final Cut,15000000,21468807,38574362,2000,23574362,157.16241333333335,17105555
25,1996-10-11,The Ghost and the Darkness,55000000,38564422,38564422,1996,-16435578,-29.882869090909093,0
25,2009-04-24,The Soloist,60000000,31853584,38522450,2009,-21477550,-35.79591666666666,6668866
43,2009-08-28,Halloween 2,15000000,33392973,38512850,2009,23512850,156.75233333333333,5119877
31,2001-06-01,What's the Worst That Could Happen?,30000000,32267774,38462071,2001,8462071,28.206903333333333,6194297
90,2006-10-06,Employee of the Month,10000000,28444855,38364855,2006,28364855,283.64855,9920000
64,2018-08-03,The Darkest Minds,34000000,12695691,38361428,2018,4361428,12.827729411764707,25665737
76,2015-02-27,The Lazarus Effect,5000000,25801570,38359310,2015,33359310,667.1862,12557740
72,2015-04-10,Ex Machina,13000000,25440971,38358392,2015,25358392,195.06455384615384,12917421
18,2004-01-01,Beauty Shop,25000000,36351350,38351350,2004,13351350,53.4054,2000000
75,2004-11-12,After the Sunset,57000000,28328132,38329114,2004,-18670886,-32.7559403508772,10000982
23,2003-03-28,Head of State,35200000,37788228,38283765,2003,3083765,8.760696022727272,495537
11,2003-11-26,The Missing,65000000,26900336,38253433,2003,-26746567,-41.148564615384615,11353097
80,1977-04-20,Annie Hall,4000000,38251425,38251425,1977,34251425,856.285625,0
70,2000-08-18,The Original Kings of Comedy,3000000,38168022,38236338,2000,35236338,1174.5446,68316
91,1998-05-15,Quest for Camelot,40000000,22772500,38172500,1998,-1827500,-4.56875,15400000
83,2006-09-08,The Covenant,20000000,23364784,38164784,2006,18164784,90.82392,14800000
70,2006-05-12,Just My Luck,28000000,17326650,38159905,2006,10159905,36.285374999999995,20833255
93,2011-05-06,Jumping the Broom,7000000,37295394,38158601,2011,31158601,445.12287142857144,863207
21,1987-11-13,The Running Man,30000000,38122000,38122000,1987,8122000,27.073333333333334,0
1,1987-06-24,Spaceballs,22700000,38119483,38119483,1987,15419483,67.92723788546256,0
7,2011-12-16,Carnage,25000000,2546747,38112154,2011,13112154,52.448616,35565407
56,1994-12-21,Ri¢hie Ri¢h,40000000,38087756,38087756,1994,-1912244,-4.780609999999999,0
81,2018-12-25,On the Basis of Sex,20000000,24622687,38073377,2018,18073377,90.366885,13450690
81,2002-09-20,The Banger Sisters,10000000,30306281,38067218,2002,28067218,280.67218,7760937
87,2011-03-04,Beastly,17000000,27865571,38028230,2011,21028230,123.6954705882353,10162659
67,2010-11-05,For Colored Girls,21000000,37729698,38017873,2010,17017873,81.03749047619047,288175
49,1996-03-29,Sgt. Bilko,39000000,30356589,37956589,1996,-1043411,-2.6754128205128205,7600000
38,2007-01-05,Happily N'Ever After,47000000,15849032,37923818,2007,-9076182,-19.311025531914893,22074786
97,1996-08-02,Emma,5900000,22231658,37831658,1996,31931658,541.2145423728814,15600000
63,1985-06-28,St. Elmoâs Fire,10000000,37800000,37800000,1985,27800000,278.0,0
91,1979-10-17,The Black Stallion,2700000,37799643,37799643,1979,35099643,1299.986777777778,0
97,1995-09-22,Showgirls,40000000,20350754,37750754,1995,-2249246,-5.623115,17400000
45,1998-08-14,How Stella Got Her Groove Back,20000000,37672944,37672944,1998,17672944,88.36471999999999,0
48,2002-07-12,Halloween: Resurrection,15000000,30259652,37659652,2002,22659652,151.06434666666667,7400000
13,1963-10-07,Tom Jones,1000000,37600000,37600000,1963,36600000,3660.0,0
77,2016-08-12,Hell or High Water,12000000,27007844,37584304,2016,25584304,213.20253333333335,10576460
46,1991-07-19,Bill & Ted's Bogus Journey,20000000,37537675,37537675,1991,17537675,87.688375,0
99,2009-11-13,The Boat That Rocked,50000000,8017467,37472651,2009,-12527349,-25.054698,29455184
69,2007-03-23,The Hills Have Eyes II,15000000,20804166,37466538,2007,22466538,149.77692,16662372
64,1968-12-11,Oliver!,10000000,37402877,37402877,1968,27402877,274.02877,0
66,1981-11-06,Time Bandits,12000000,37400000,37400000,1981,25400000,211.66666666666666,0
11,2009-02-13,Gomorra,6200000,1579146,37339594,2009,31139594,502.25151612903227,35760448
57,2017-09-08,Home Again,15000000,27020284,37336874,2017,22336874,148.91249333333334,10316590
88,2001-12-21,The Majestic,72000000,27796042,37306334,2001,-34693666,-48.18564722222222,9510292
88,1998-12-04,Psycho,20000000,21541218,37226218,1998,17226218,86.13109,15685000
75,2015-09-02,A Walk in the Woods,8000000,29499394,37119358,2015,29119358,363.99197499999997,7619964
1,2004-03-26,Jersey Girl,35000000,25266129,37066129,2004,2066129,5.903225714285714,11800000
93,2005-10-14,The Fog,18000000,29511112,37048526,2005,19048526,105.82514444444445,7537414
4,2017-04-07,Gifted,7000000,24801212,36964656,2017,29964656,428.0665142857143,12163444
74,1999-11-05,The Bachelor,21000000,21731001,36882378,1999,15882378,75.63037142857144,15151377
48,2008-10-31,Zack and Miri Make a Porno,24000000,31457946,36856306,2008,12856306,53.56794166666666,5398360
16,1999-02-12,My Favorite Martian,60000000,36850101,36850101,1999,-23149899,-38.583165,0
16,2001-07-06,Kiss of the Dragon,25000000,36833473,36833473,2001,11833473,47.333892,0
51,2012-12-19,Amour,9700000,6738954,36787044,2012,27087044,279.24787628865977,30048090
27,2015-10-30,Burnt,20000000,13651946,36773510,2015,16773510,83.86755000000001,23121564
18,2012-09-14,Barfi,4600000,2804874,36751984,2012,32151984,698.9561739130435,33947110
66,2000-06-16,Titan A.E.,75000000,22751979,36751979,2000,-38248021,-50.99736133333334,14000000
58,1989-08-04,"Sex, Lies, and Videotape",1200000,24741667,36741667,1989,35541667,2961.8055833333333,12000000
61,2002-07-17,Eight Legged Freaks,30000000,17266505,36722311,2002,6722311,22.407703333333334,19455806
23,2008-08-29,Disaster Movie,20000000,14190901,36720752,2008,16720752,83.60376000000001,22529851
70,1982-08-13,Friday the 13th Part 3,2250000,36690067,36690067,1982,34440067,1530.6696444444444,0
64,1996-07-26,The Adventures of Pinocchio,25000000,15382170,36682170,1996,11682170,46.72868,21300000
17,1996-11-22,Shine,5500000,35811509,36672493,1996,31172493,566.7726,860984
87,2016-12-02,Jackie,9000000,13960394,36588512,2016,27588512,306.53902222222223,22628118
79,2007-06-22,Sicko,9000000,24538513,36535837,2007,27535837,305.95374444444445,11997324
61,2004-12-22,Hotel Rwanda,17500000,23519128,36521223,2004,19021223,108.69270285714285,13002095
4,1996-10-04,The Glimmer Man,45000000,20404841,36404841,1996,-8595159,-19.100353333333334,16000000
83,2012-01-20,Haywire,23000000,18942396,36374700,2012,13374700,58.15086956521739,17432304
2,1993-01-15,Alive,32000000,36299670,36299670,1993,4299670,13.43646875,0
87,2010-07-09,The Kids Are All Right,4000000,20811365,36275469,2010,32275469,806.8867250000001,15464104
53,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,2011,16265745,81.328725,1204714
80,2015-10-16,Room,13000000,14677674,36262783,2015,23262783,178.94448461538462,21585109
56,1996-02-23,Rumble in the Bronx,7500000,32281907,36238752,1996,28738752,383.18336,3956845
66,1985-07-10,Mad Max Beyond Thunderdome,10000000,36230219,36230219,1985,26230219,262.30219,0
59,2012-01-27,One for the Money,42000000,26414527,36197221,2012,-5802779,-13.816140476190474,9782694
51,2010-12-31,Arthur and the War of Two Worlds,45500000,347136,36180824,2010,-9319176,-20.481705494505494,35833688
14,2014-01-17,Devil's Due,7000000,15821461,36146087,2014,29146087,416.37267142857144,20324626
61,1976-06-25,Silent Movie,4400000,36145695,36145695,1976,31745695,721.4930681818182,0
2,2009-09-18,Love Happens,18000000,22965110,36133014,2009,18133014,100.73896666666667,13167904
76,2014-07-25,A Most Wanted Man,15000000,17237855,36068890,2014,21068890,140.45926666666665,18831035
74,1996-11-06,Set It Off,9000000,36049108,36049108,1996,27049108,300.54564444444446,0
52,2005-01-19,Assault On Precinct 13,30000000,20040895,36040895,2005,6040895,20.13631666666667,16000000
15,2004-07-28,Garden State,2500000,26782316,36028802,2004,33528802,1341.15208,9246486
67,1953-09-16,The Robe,5000000,36000000,36008303,1953,31008303,620.16606,8303
72,2019-05-03,The Intruder,8000000,35095904,36005871,2019,28005871,350.07338749999997,909967
82,1952-01-10,The Greatest Show on Earth,4000000,36000000,36000000,1952,32000000,800.0,0
19,2003-04-04,What a Girl Wants,25000000,35990505,35990505,2003,10990505,43.96202,0
96,2006-12-29,Miss Potter,30000000,3005605,35891257,2006,5891257,19.637523333333334,32885652
97,2006-05-05,Wu ji,30000000,669625,35869934,2006,5869934,19.566446666666668,35200309
85,1981-12-09,Taps,14000000,35856053,35856053,1981,21856053,156.11466428571427,0
50,1979-12-21,The Black Hole,20000000,35841901,35841901,1979,15841901,79.20950500000001,0
9,2012-09-14,Arbitrage,12000000,7919574,35830713,2012,23830713,198.58927500000001,27911139
95,2000-01-12,My Dog Skip,7000000,34099640,35795319,2000,28795319,411.3617,1695679
53,2010-11-24,Faster,24000000,23240020,35792945,2010,11792945,49.13727083333333,12552925
24,1997-05-09,Father's Day,85000000,28681080,35681080,1997,-49318920,-58.02225882352941,7000000
94,1995-07-14,The Indian in the Cupboard,45000000,35627222,35627222,1995,-9372778,-20.828395555555556,0
27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577,2017,13609577,61.86171363636363,14870853
86,2012-02-24,Tyler Perry's Good Deeds,14000000,35025791,35579177,2012,21579177,154.13697857142856,553386
60,2015-10-09,Steve Jobs,30000000,17766658,35579007,2015,5579007,18.59669,17812349
26,2009-04-17,Crank 2: High Voltage,20000000,13684249,35472739,2009,15472739,77.36369499999999,21788490
52,1997-03-21,Selena,20000000,35450113,35450113,1997,15450113,77.25056500000001,0
100,2012-10-19,Alex Cross,35000000,25888412,35426759,2012,426759,1.2193114285714286,9538347
48,2006-03-31,Basic Instinct 2,70000000,5946136,35417162,2006,-34582838,-49.40405428571429,29471026
75,2016-03-11,Eye in the Sky,13000000,18704596,35402802,2016,22402802,172.32924615384616,16698206
79,2016-09-16,Snowden,50000000,21587519,35380918,2016,-14619082,-29.238164,13793399
37,1999-03-26,EDtv,60000000,22508689,35319689,1999,-24680311,-41.133851666666665,12811000
12,2004-11-05,Alfie,40000000,13395939,35195939,2004,-4804061,-12.0101525,21800000
87,2011-09-30,Courageous,2000000,34522221,35185884,2011,33185884,1659.2942,663663
25,2000-06-30,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610,2000,-40870390,-53.776828947368415,9129000
82,2011-05-27,Die Welle,7250000,0,35122948,2011,27872948,384.4544551724138,35122948
18,2009-06-19,Whatever Works,15000000,5306706,35106706,2009,20106706,134.04470666666666,29800000
69,1985-10-04,Commando,10000000,35073978,35073978,1985,25073978,250.73978000000002,0
78,2018-10-05,The Hate U Give,23000000,29719483,35067665,2018,12067665,52.46810869565217,5348182
37,2000-03-31,The Skulls,15000000,35007180,35007180,2000,20007180,133.3812,0
40,2018-11-09,The Girl in the Spiderâs Web,43000000,14828555,34983342,2018,-8016658,-18.64339069767442,20154787
74,1996-04-03,A Thin Line Between Love & Hate,8000000,34873513,34873513,1996,26873513,335.9189125,0
68,1991-09-13,Freddyâs Dead: The Final Nightmare,5000000,34872033,34872033,1991,29872033,597.44066,0
69,2017-08-04,Kidnap,21000000,30718107,34836080,2017,13836080,65.88609523809524,4117973
61,2014-08-27,The November Man,15000000,25018119,34820335,2014,19820335,132.13556666666665,9802216
75,2004-12-10,The Life Aquatic with Steve Zissou,50000000,24006726,34806726,2004,-15193274,-30.386548,10800000
97,2008-09-19,My Best Friend's Girl,20000000,19219250,34787111,2008,14787111,73.935555,15567861
87,1991-01-18,White Fang,14000000,34729091,34729091,1991,20729091,148.06493571428572,0
82,2014-02-14,Endless Love,20000000,23438250,34718173,2014,14718173,73.59086500000001,11279923
88,1988-12-21,Dangerous Liaisons,14000000,34700000,34700000,1988,20700000,147.85714285714286,0
14,1995-12-20,Nixon,45000000,13668249,34668249,1995,-10331751,-22.959446666666665,21000000
58,1998-12-11,Jack Frost,50000000,34645374,34645374,1998,-15354626,-30.709252,0
45,1996-12-06,Everyone Says I Love You,20000000,9725847,34600000,1996,14600000,73.0,24874153
76,1999-10-22,The Best Man,9000000,34102780,34572780,1999,25572780,284.142,470000
38,1966-10-10,Hawaii,15000000,34562222,34562222,1966,19562222,130.41481333333334,0
16,1996-10-04,That Thing You Do!,2500000,25857416,34557416,1996,32057416,1282.29664,8700000
12,2008-02-08,In Bruges,15000000,7800825,34533783,2008,19533783,130.22522,26732958
8,1970-03-26,Woodstock,600000,34505110,34505110,1970,33905110,5650.8516666666665,0
40,2003-04-18,Malibu's Most Wanted,15000000,34308901,34499204,2003,19499204,129.99469333333334,190303
11,2013-01-18,Broken City,35000000,19701164,34480045,2013,-519955,-1.4855857142857143,14778881
8,2012-12-31,Zambezia,20000000,0,34454336,2012,14454336,72.27168,34454336
28,1995-08-16,The Usual Suspects,6000000,23341568,34449356,1995,28449356,474.1559333333333,11107788
55,2009-07-17,(500) Days of Summer,7500000,32425665,34439060,2009,26939060,359.18746666666664,2013395
64,1991-03-01,The Doors,40000000,34416893,34416893,1991,-5583107,-13.957767500000001,0
24,2004-12-25,Darkness,10600000,22163442,34409206,2004,23809206,224.61515094339623,12245764
66,2009-11-06,The Box,25000000,15051977,34356760,2009,9356760,37.42704,19304783
