title,title_clean,studio,year,genres,domestic_gross,foreign_gross,total_gross,averagerating,numvotes,release_month,worldwide_gross,main_genre
Insidious,insidious,FD,2011,horror,54000000,43000000.0,97000000.0,6.9,254197,,,
Insidious,insidious,FD,2011,mystery,54000000,43000000.0,97000000.0,6.9,254197,,,
Insidious,insidious,FD,2011,thriller,54000000,43000000.0,97000000.0,6.9,254197,,,
The Rite,the rite,WB (NL),2011,drama,33000000,63000000.0,96000000.0,6.0,85604,1.0,97143987.0,drama
The Rite,the rite,WB (NL),2011,horror,33000000,63000000.0,96000000.0,6.0,85604,1.0,97143987.0,drama
The Rite,the rite,WB (NL),2011,mystery,33000000,63000000.0,96000000.0,6.0,85604,1.0,97143987.0,drama
Dolphin Tale,dolphin tale,WB,2011,drama,72300000,23100000.0,95400000.0,6.9,20746,9.0,96068724.0,drama
Dolphin Tale,dolphin tale,WB,2011,family,72300000,23100000.0,95400000.0,6.9,20746,9.0,96068724.0,drama
Season of the Witch,season of the witch,Rela.,2011,action,24800000,66800000.0,91600000.0,5.4,85777,1.0,91126600.0,action
Season of the Witch,season of the witch,Rela.,2011,adventure,24800000,66800000.0,91600000.0,5.4,85777,1.0,91126600.0,action
Season of the Witch,season of the witch,Rela.,2011,fantasy,24800000,66800000.0,91600000.0,5.4,85777,1.0,91126600.0,action
Sucker Punch,sucker punch,WB,2011,action,36400000,53400000.0,89800000.0,6.1,218371,3.0,89758389.0,action
Sucker Punch,sucker punch,WB,2011,adventure,36400000,53400000.0,89800000.0,6.1,218371,3.0,89758389.0,action
Sucker Punch,sucker punch,WB,2011,fantasy,36400000,53400000.0,89800000.0,6.1,218371,3.0,89758389.0,action
Red Riding Hood,red riding hood,WB,2011,fantasy,37700000,51500000.0,89200000.0,5.5,102369,3.0,91678442.0,fantasy
Red Riding Hood,red riding hood,WB,2011,horror,37700000,51500000.0,89200000.0,5.5,102369,3.0,91678442.0,fantasy
Red Riding Hood,red riding hood,WB,2011,mystery,37700000,51500000.0,89200000.0,5.5,102369,3.0,91678442.0,fantasy
J. Edgar,j. edgar,WB,2011,biography,37300000,47600000.0,84900000.0,6.6,115925,11.0,84606030.0,biography
J. Edgar,j. edgar,WB,2011,crime,37300000,47600000.0,84900000.0,6.6,115925,11.0,84606030.0,biography
J. Edgar,j. edgar,WB,2011,drama,37300000,47600000.0,84900000.0,6.6,115925,11.0,84606030.0,biography
Hall Pass,hall pass,WB (NL),2011,comedy,45100000,38100000.0,83200000.0,5.9,113775,2.0,87173475.0,comedy
Hall Pass,hall pass,WB (NL),2011,romance,45100000,38100000.0,83200000.0,5.9,113775,2.0,87173475.0,comedy
"Big Mommas: Like Father, Like Son","big mommas: like father, like son",Fox,2011,action,37900000,44800000.0,82700000.0,4.4,23520,2.0,82332450.0,action
"Big Mommas: Like Father, Like Son","big mommas: like father, like son",Fox,2011,comedy,37900000,44800000.0,82700000.0,4.4,23520,2.0,82332450.0,action
"Big Mommas: Like Father, Like Son","big mommas: like father, like son",Fox,2011,crime,37900000,44800000.0,82700000.0,4.4,23520,2.0,82332450.0,action
Abduction,abduction,LGF,2011,action,28100000,54000000.0,82100000.0,5.1,72552,9.0,86648359.0,action
Abduction,abduction,LGF,2011,mystery,28100000,54000000.0,82100000.0,5.1,72552,9.0,86648359.0,action
Abduction,abduction,LGF,2011,thriller,28100000,54000000.0,82100000.0,5.1,72552,9.0,86648359.0,action
Priest,priest,SGem,2011,action,29100000,49200000.0,78300000.0,5.7,108320,5.0,84154026.0,action
Priest,priest,SGem,2011,adventure,29100000,49200000.0,78300000.0,5.7,108320,5.0,84154026.0,action
Priest,priest,SGem,2011,fantasy,29100000,49200000.0,78300000.0,5.7,108320,5.0,84154026.0,action
The Mechanic,the mechanic,CBS,2011,action,29100000,47000000.0,76100000.0,6.6,141254,1.0,76347393.0,action
The Mechanic,the mechanic,CBS,2011,crime,29100000,47000000.0,76100000.0,6.6,141254,1.0,76347393.0,action
The Mechanic,the mechanic,CBS,2011,thriller,29100000,47000000.0,76100000.0,6.6,141254,1.0,76347393.0,action
The Ides of March,the ides of march,Sony,2011,drama,41000000,35000000.0,76000000.0,7.1,207417,10.0,77735925.0,drama
The Ides of March,the ides of march,Sony,2011,thriller,41000000,35000000.0,76000000.0,7.1,207417,10.0,77735925.0,drama
The Change-Up,the change-up,Uni.,2011,comedy,37100000,38400000.0,75500000.0,6.3,155374,8.0,75997067.0,comedy
The Change-Up,the change-up,Uni.,2011,fantasy,37100000,38400000.0,75500000.0,6.3,155374,8.0,75997067.0,comedy
The Lincoln Lawyer,the lincoln lawyer,LGF,2011,crime,58000000,17000000.0,75000000.0,7.3,196109,3.0,87145086.0,crime
The Lincoln Lawyer,the lincoln lawyer,LGF,2011,drama,58000000,17000000.0,75000000.0,7.3,196109,3.0,87145086.0,crime
The Lincoln Lawyer,the lincoln lawyer,LGF,2011,thriller,58000000,17000000.0,75000000.0,7.3,196109,3.0,87145086.0,crime
Diary of a Wimpy Kid: Rodrick Rules,diary of a wimpy kid: rodrick rules,Fox,2011,comedy,52700000,19700000.0,72400000.0,6.6,23135,3.0,73695194.0,comedy
Diary of a Wimpy Kid: Rodrick Rules,diary of a wimpy kid: rodrick rules,Fox,2011,family,52700000,19700000.0,72400000.0,6.6,23135,3.0,73695194.0,comedy
Larry Crowne,larry crowne,Uni.,2011,comedy,35600000,36400000.0,72000000.0,6.1,58927,7.0,61449135.0,comedy
Larry Crowne,larry crowne,Uni.,2011,drama,35600000,36400000.0,72000000.0,6.1,58927,7.0,61449135.0,comedy
Larry Crowne,larry crowne,Uni.,2011,romance,35600000,36400000.0,72000000.0,6.1,58927,7.0,61449135.0,comedy
The Dilemma,the dilemma,Uni.,2011,comedy,48500000,21200000.0,69700000.0,5.3,48148,1.0,70546865.0,comedy
The Dilemma,the dilemma,Uni.,2011,drama,48500000,21200000.0,69700000.0,5.3,48148,1.0,70546865.0,comedy
The Darkest Hour,the darkest hour,Sum.,2011,action,21400000,43200000.0,64600000.0,4.9,55071,12.0,62831715.0,action
The Darkest Hour,the darkest hour,Sum.,2011,adventure,21400000,43200000.0,64600000.0,4.9,55071,12.0,62831715.0,action
The Darkest Hour,the darkest hour,Sum.,2011,horror,21400000,43200000.0,64600000.0,4.9,55071,12.0,62831715.0,action
Hanna,hanna,Focus,2011,action,40300000,23500000.0,63800000.0,6.8,179178,4.0,65343694.0,action
Hanna,hanna,Focus,2011,drama,40300000,23500000.0,63800000.0,6.8,179178,4.0,65343694.0,action
Hanna,hanna,Focus,2011,thriller,40300000,23500000.0,63800000.0,6.8,179178,4.0,65343694.0,action
Elite Squad: The Enemy Within,elite squad: the enemy within,Vari.,2011,action,100000,62900000.0,63000000.0,8.0,75071,,,
Elite Squad: The Enemy Within,elite squad: the enemy within,Vari.,2011,crime,100000,62900000.0,63000000.0,8.0,75071,,,
Elite Squad: The Enemy Within,elite squad: the enemy within,Vari.,2011,drama,100000,62900000.0,63000000.0,8.0,75071,,,
Colombiana,colombiana,TriS,2011,action,36700000,24300000.0,61000000.0,6.4,87659,8.0,72295262.0,action
Colombiana,colombiana,TriS,2011,drama,36700000,24300000.0,61000000.0,6.4,87659,8.0,72295262.0,action
Colombiana,colombiana,TriS,2011,thriller,36700000,24300000.0,61000000.0,6.4,87659,8.0,72295262.0,action
Something Borrowed,something borrowed,WB,2011,comedy,39000000,21100000.0,60100000.0,5.9,54314,5.0,65084116.0,comedy
Something Borrowed,something borrowed,WB,2011,drama,39000000,21100000.0,60100000.0,5.9,54314,5.0,65084116.0,comedy
Something Borrowed,something borrowed,WB,2011,romance,39000000,21100000.0,60100000.0,5.9,54314,5.0,65084116.0,comedy
One Day,one day,Focus,2011,drama,13800000,45500000.0,59300000.0,7.0,128094,8.0,59168692.0,drama
One Day,one day,Focus,2011,romance,13800000,45500000.0,59300000.0,7.0,128094,8.0,59168692.0,drama
Beginning of the Great Revival,beginning of the great revival,CL,2011,drama,151000,58200000.0,58351000.0,2.5,5538,,,
Beginning of the Great Revival,beginning of the great revival,CL,2011,history,151000,58200000.0,58351000.0,2.5,5538,,,
Killer Elite,killer elite,ORF,2011,action,25100000,31300000.0,56400000.0,6.5,117711,9.0,65409046.0,action
Killer Elite,killer elite,ORF,2011,crime,25100000,31300000.0,56400000.0,6.5,117711,9.0,65409046.0,action
Killer Elite,killer elite,ORF,2011,thriller,25100000,31300000.0,56400000.0,6.5,117711,9.0,65409046.0,action
Extremely Loud & Incredibly Close,extremely loud & incredibly close,WB,2011,adventure,31800000,23400000.0,55200000.0,6.9,93164,,,
Extremely Loud & Incredibly Close,extremely loud & incredibly close,WB,2011,drama,31800000,23400000.0,55200000.0,6.9,93164,,,
Extremely Loud & Incredibly Close,extremely loud & incredibly close,WB,2011,mystery,31800000,23400000.0,55200000.0,6.9,93164,,,
The Tree of Life,the tree of life,FoxS,2011,drama,13300000,41000000.0,54300000.0,6.8,156266,5.0,61721826.0,drama
The Tree of Life,the tree of life,FoxS,2011,fantasy,13300000,41000000.0,54300000.0,6.8,156266,5.0,61721826.0,drama
Winnie the Pooh,winnie the pooh,BV,2011,adventure,26700000,23200000.0,49900000.0,7.2,19605,7.0,50145607.0,adventure
Winnie the Pooh,winnie the pooh,BV,2011,animation,26700000,23200000.0,49900000.0,7.2,19605,7.0,50145607.0,adventure
Winnie the Pooh,winnie the pooh,BV,2011,comedy,26700000,23200000.0,49900000.0,7.2,19605,7.0,50145607.0,adventure
Soul Surfer,soul surfer,TriS,2011,biography,43900000,3200000.0,47100000.0,7.1,41659,4.0,47158652.0,biography
Soul Surfer,soul surfer,TriS,2011,drama,43900000,3200000.0,47100000.0,7.1,41659,4.0,47158652.0,biography
Soul Surfer,soul surfer,TriS,2011,family,43900000,3200000.0,47100000.0,7.1,41659,4.0,47158652.0,biography
War of the Arrows,war of the arrows,CJ,2011,action,251000,45800000.0,46051000.0,7.2,10214,,,
The Debt,the debt,Focus,2011,drama,31200000,14500000.0,45700000.0,6.9,61046,,,
The Debt,the debt,Focus,2011,thriller,31200000,14500000.0,45700000.0,6.9,61046,,,
Beastly,beastly,CBS,2011,drama,27900000,15300000.0,43200000.0,5.6,72599,3.0,38028230.0,drama
Beastly,beastly,CBS,2011,fantasy,27900000,15300000.0,43200000.0,5.6,72599,3.0,38028230.0,drama
Beastly,beastly,CBS,2011,romance,27900000,15300000.0,43200000.0,5.6,72599,3.0,38028230.0,drama
Of Gods and Men,of gods and men,SPC,2011,drama,4000000,38200000.0,42200000.0,7.2,13991,,,
Of Gods and Men,of gods and men,SPC,2011,history,4000000,38200000.0,42200000.0,7.2,13991,,,
30 Minutes or Less,30 minutes or less,Sony,2011,action,37100000,3500000.0,40600000.0,6.1,87254,8.0,40966716.0,action
30 Minutes or Less,30 minutes or less,Sony,2011,comedy,37100000,3500000.0,40600000.0,6.1,87254,8.0,40966716.0,action
30 Minutes or Less,30 minutes or less,Sony,2011,crime,37100000,3500000.0,40600000.0,6.1,87254,8.0,40966716.0,action
The Roommate,the roommate,SGem,2011,drama,37300000,3200000.0,40500000.0,4.9,33062,2.0,52545707.0,drama
The Roommate,the roommate,SGem,2011,thriller,37300000,3200000.0,40500000.0,4.9,33062,2.0,52545707.0,drama
Shark Night 3D,shark night 3d,Rela.,2011,horror,18900000,21300000.0,40200000.0,4.0,23190,9.0,18877153.0,horror
Shark Night 3D,shark night 3d,Rela.,2011,thriller,18900000,21300000.0,40200000.0,4.0,23190,9.0,18877153.0,horror
Monte Carlo,monte carlo,Fox,2011,adventure,23200000,16500000.0,39700000.0,5.8,38731,7.0,39686769.0,adventure
Monte Carlo,monte carlo,Fox,2011,comedy,23200000,16500000.0,39700000.0,5.8,38731,7.0,39686769.0,adventure
Monte Carlo,monte carlo,Fox,2011,family,23200000,16500000.0,39700000.0,5.8,38731,7.0,39686769.0,adventure
50/50,50/50,Sum.,2011,comedy,35000000,4200000.0,39200000.0,7.7,300475,9.0,41334735.0,comedy
50/50,50/50,Sum.,2011,drama,35000000,4200000.0,39200000.0,7.7,300475,9.0,41334735.0,comedy
50/50,50/50,Sum.,2011,romance,35000000,4200000.0,39200000.0,7.7,300475,9.0,41334735.0,comedy
Mars Needs Moms,mars needs moms,BV,2011,adventure,21400000,17600000.0,39000000.0,5.4,19823,3.0,39549758.0,adventure
Mars Needs Moms,mars needs moms,BV,2011,animation,21400000,17600000.0,39000000.0,5.4,19823,3.0,39549758.0,adventure
Mars Needs Moms,mars needs moms,BV,2011,family,21400000,17600000.0,39000000.0,5.4,19823,3.0,39549758.0,adventure
Dream House,dream house,Uni.,2011,drama,21300000,17200000.0,38500000.0,6.0,59714,9.0,41642166.0,drama
Dream House,dream house,Uni.,2011,mystery,21300000,17200000.0,38500000.0,6.0,59714,9.0,41642166.0,drama
Dream House,dream house,Uni.,2011,thriller,21300000,17200000.0,38500000.0,6.0,59714,9.0,41642166.0,drama
Jumping the Broom,jumping the broom,TriS,2011,comedy,37300000,415000.0,37715000.0,5.7,9089,5.0,38158601.0,comedy
Jumping the Broom,jumping the broom,TriS,2011,drama,37300000,415000.0,37715000.0,5.7,9089,5.0,38158601.0,comedy
Don't Be Afraid of the Dark,don't be afraid of the dark,FD,2011,fantasy,24000000,12900000.0,36900000.0,5.6,44490,,,
Don't Be Afraid of the Dark,don't be afraid of the dark,FD,2011,horror,24000000,12900000.0,36900000.0,5.6,44490,,,
Don't Be Afraid of the Dark,don't be afraid of the dark,FD,2011,thriller,24000000,12900000.0,36900000.0,5.6,44490,,,
A Very Harold & Kumar 3D Christmas,a very harold & kumar 3d christmas,WB,2011,adventure,35100000,326000.0,35426000.0,6.3,62151,11.0,36265745.0,adventure
A Very Harold & Kumar 3D Christmas,a very harold & kumar 3d christmas,WB,2011,comedy,35100000,326000.0,35426000.0,6.3,62151,11.0,36265745.0,adventure
My Week with Marilyn,my week with marilyn,Wein.,2011,biography,14600000,20500000.0,35100000.0,7.0,79337,11.0,34240572.0,biography
My Week with Marilyn,my week with marilyn,Wein.,2011,drama,14600000,20500000.0,35100000.0,7.0,79337,11.0,34240572.0,biography
The Sitter,the sitter,Fox,2011,comedy,30400000,4500000.0,34900000.0,5.7,65575,12.0,38749404.0,comedy
Jane Eyre,jane eyre,Focus,2011,drama,11200000,23500000.0,34700000.0,7.4,74998,,,
Jane Eyre,jane eyre,Focus,2011,romance,11200000,23500000.0,34700000.0,7.4,74998,,,
Courageous,courageous,TriS,2011,drama,34500000,0.0,34500000.0,7.0,17586,9.0,35185884.0,drama
Shaolin,shaolin,Vari.,2011,action,66100,33600000.0,33666100.0,6.9,17777,,,
Shaolin,shaolin,Vari.,2011,drama,66100,33600000.0,33666100.0,6.9,17777,,,
African Cats,african cats,BV,2011,adventure,15400000,15400000.0,30800000.0,7.6,5784,,,
African Cats,african cats,BV,2011,documentary,15400000,15400000.0,30800000.0,7.6,5784,,,
The Skin I Live In,the skin i live in,SPC,2011,drama,3200000,27700000.0,30900000.0,7.6,123434,,,
The Skin I Live In,the skin i live in,SPC,2011,horror,3200000,27700000.0,30900000.0,7.6,123434,,,
The Skin I Live In,the skin i live in,SPC,2011,thriller,3200000,27700000.0,30900000.0,7.6,123434,,,
I Don't Know How She Does It,i don't know how she does it,Wein.,2011,comedy,9700000,20900000.0,30600000.0,4.9,18552,9.0,24474463.0,comedy
I Don't Know How She Does It,i don't know how she does it,Wein.,2011,romance,9700000,20900000.0,30600000.0,4.9,18552,9.0,24474463.0,comedy
What's Your Number?,what's your number?,Fox,2011,comedy,14000000,16399999.0,30399999.0,6.1,67922,9.0,30163785.0,comedy
What's Your Number?,what's your number?,Fox,2011,romance,14000000,16399999.0,30399999.0,6.1,67922,9.0,30163785.0,comedy
Drive Angry,drive angry,Sum.,2011,action,10700000,18200000.0,28900000.0,5.4,90203,2.0,41042583.0,action
Drive Angry,drive angry,Sum.,2011,fantasy,10700000,18200000.0,28900000.0,5.4,90203,2.0,41042583.0,action
Drive Angry,drive angry,Sum.,2011,thriller,10700000,18200000.0,28900000.0,5.4,90203,2.0,41042583.0,action
A Dangerous Method,a dangerous method,SPC,2011,biography,5700000,21800000.0,27500000.0,6.4,93259,11.0,14807531.0,biography
A Dangerous Method,a dangerous method,SPC,2011,drama,5700000,21800000.0,27500000.0,6.4,93259,11.0,14807531.0,biography
A Dangerous Method,a dangerous method,SPC,2011,romance,5700000,21800000.0,27500000.0,6.4,93259,11.0,14807531.0,biography
The Eagle,the eagle,Focus,2011,action,19500000,7600000.0,27100000.0,6.2,61475,2.0,38993548.0,action
The Eagle,the eagle,Focus,2011,adventure,19500000,7600000.0,27100000.0,6.2,61475,2.0,38993548.0,action
The Eagle,the eagle,Focus,2011,drama,19500000,7600000.0,27100000.0,6.2,61475,2.0,38993548.0,action
Legend of the Fist: The Return of Chen Zhen,legend of the fist: the return of chen zhen,Vari.,2011,action,50400,26500000.0,26550400.0,6.3,9202,,,
Legend of the Fist: The Return of Chen Zhen,legend of the fist: the return of chen zhen,Vari.,2011,drama,50400,26500000.0,26550400.0,6.3,9202,,,
Legend of the Fist: The Return of Chen Zhen,legend of the fist: the return of chen zhen,Vari.,2011,history,50400,26500000.0,26550400.0,6.3,9202,,,
Apollo 18,apollo 18,W/Dim.,2011,horror,17700000,7900000.0,25600000.0,5.2,51427,9.0,26517819.0,horror
Apollo 18,apollo 18,W/Dim.,2011,mystery,17700000,7900000.0,25600000.0,5.2,51427,9.0,26517819.0,horror
Apollo 18,apollo 18,W/Dim.,2011,sci-fi,17700000,7900000.0,25600000.0,5.2,51427,9.0,26517819.0,horror
Biutiful,biutiful,RAtt.,2011,drama,5100000,20000000.0,25100000.0,7.5,80382,,,
Biutiful,biutiful,RAtt.,2011,romance,5100000,20000000.0,25100000.0,7.5,80382,,,
Your Highness,your highness,Uni.,2011,adventure,21600000,3300000.0,24900000.0,5.5,92940,4.0,26121638.0,adventure
Your Highness,your highness,Uni.,2011,comedy,21600000,3300000.0,24900000.0,5.5,92940,4.0,26121638.0,adventure
Your Highness,your highness,Uni.,2011,fantasy,21600000,3300000.0,24900000.0,5.5,92940,4.0,26121638.0,adventure
Our Idiot Brother,our idiot brother,Wein.,2011,comedy,24800000,0.0,24800000.0,6.4,80738,8.0,25861249.0,comedy
Our Idiot Brother,our idiot brother,Wein.,2011,drama,24800000,0.0,24800000.0,6.4,80738,8.0,25861249.0,comedy
The Rum Diary,the rum diary,FD,2011,comedy,13100000,10800000.0,23900000.0,6.2,94787,10.0,21544732.0,comedy
The Rum Diary,the rum diary,FD,2011,drama,13100000,10800000.0,23900000.0,6.2,94787,10.0,21544732.0,comedy
The Women on the 6th Floor,the women on the 6th floor,Strand,2011,comedy,720000,22500000.0,23220000.0,7.1,9167,,,
Potiche,potiche,MBox,2011,comedy,1600000,21600000.0,23200000.0,6.4,9543,,,
Warrior,warrior,LGF,2011,drama,13700000,9400000.0,23100000.0,8.2,403755,9.0,24215385.0,drama
Warrior,warrior,LGF,2011,sport,13700000,9400000.0,23100000.0,8.2,403755,9.0,24215385.0,drama
Young Adult,young adult,Par.,2011,comedy,16300000,6600000.0,22900000.0,6.3,74071,12.0,22750356.0,comedy
Young Adult,young adult,Par.,2011,drama,16300000,6600000.0,22900000.0,6.3,74071,12.0,22750356.0,comedy
Sarah's Key,sarah's key,Wein.,2011,drama,7700000,13400000.0,21100000.0,7.5,15067,,,
Sarah's Key,sarah's key,Wein.,2011,war,7700000,13400000.0,21100000.0,7.5,15067,,,
The Way Back,the way back,NM,2011,adventure,2700000,17600000.0,20300000.0,7.3,102126,,,
The Way Back,the way back,NM,2011,drama,2700000,17600000.0,20300000.0,7.3,102126,,,
The Way Back,the way back,NM,2011,history,2700000,17600000.0,20300000.0,7.3,102126,,,
A Separation,a separation,SPC,2011,drama,7100000,12800000.0,19900000.0,8.3,197684,,,
A Separation,a separation,SPC,2011,thriller,7100000,12800000.0,19900000.0,8.3,197684,,,
The Guard,the guard,SPC,2011,comedy,5400000,14200000.0,19600000.0,7.3,75183,7.0,21197454.0,comedy
The Guard,the guard,SPC,2011,crime,5400000,14200000.0,19600000.0,7.3,75183,7.0,21197454.0,comedy
The Guard,the guard,SPC,2011,thriller,5400000,14200000.0,19600000.0,7.3,75183,7.0,21197454.0,comedy
Margin Call,margin call,RAtt.,2011,drama,5400000,14200000.0,19600000.0,7.1,107264,10.0,20433227.0,drama
Margin Call,margin call,RAtt.,2011,thriller,5400000,14200000.0,19600000.0,7.1,107264,10.0,20433227.0,drama
Shame,shame,FoxS,2011,drama,3900000,13800000.0,17700000.0,7.2,171353,12.0,20412841.0,drama
13 Assassins,13 assassins,Magn.,2011,action,803000,16800000.0,17603000.0,7.6,58142,,,
13 Assassins,13 assassins,Magn.,2011,adventure,803000,16800000.0,17603000.0,7.6,58142,,,
13 Assassins,13 assassins,Magn.,2011,drama,803000,16800000.0,17603000.0,7.6,58142,,,
Hoodwinked Too! Hood vs. Evil,hoodwinked too! hood vs. evil,Wein.,2011,animation,10100000,6800000.0,16900000.0,4.8,11281,,,
Hoodwinked Too! Hood vs. Evil,hoodwinked too! hood vs. evil,Wein.,2011,comedy,10100000,6800000.0,16900000.0,4.8,11281,,,
Hoodwinked Too! Hood vs. Evil,hoodwinked too! hood vs. evil,Wein.,2011,crime,10100000,6800000.0,16900000.0,4.8,11281,,,
The Last Godfather,the last godfather,RAtt.,2011,comedy,164000,16600000.0,16764000.0,3.7,1071,,,
The Last Godfather,the last godfather,RAtt.,2011,crime,164000,16600000.0,16764000.0,3.7,1071,,,
The Last Godfather,the last godfather,RAtt.,2011,romance,164000,16600000.0,16764000.0,3.7,1071,,,
Delhi Belly,delhi belly,UTV,2011,action,1500000,15200000.0,16700000.0,7.6,24622,,,
Delhi Belly,delhi belly,UTV,2011,comedy,1500000,15200000.0,16700000.0,7.6,24622,,,
Delhi Belly,delhi belly,UTV,2011,crime,1500000,15200000.0,16700000.0,7.6,24622,,,
Melancholia,melancholia,Magn.,2011,drama,3000000,12900000.0,15900000.0,7.2,153434,11.0,21817298.0,drama
Melancholia,melancholia,Magn.,2011,sci-fi,3000000,12900000.0,15900000.0,7.2,153434,11.0,21817298.0,drama
Judy Moody and the NOT Bummer Summer,judy moody and the not bummer summer,Rela.,2011,comedy,15000000,678000.0,15678000.0,4.3,2674,,,
Judy Moody and the NOT Bummer Summer,judy moody and the not bummer summer,Rela.,2011,family,15000000,678000.0,15678000.0,4.3,2674,,,
The Conspirator,the conspirator,RAtt.,2011,crime,11500000,3900000.0,15400000.0,6.9,26416,,,
The Conspirator,the conspirator,RAtt.,2011,drama,11500000,3900000.0,15400000.0,6.9,26416,,,
The Conspirator,the conspirator,RAtt.,2011,history,11500000,3900000.0,15400000.0,6.9,26416,,,
Anonymous,anonymous,Sony,2011,drama,4500000,10900000.0,15400000.0,6.9,37932,10.0,15815509.0,drama
Anonymous,anonymous,Sony,2011,thriller,4500000,10900000.0,15400000.0,6.9,37932,10.0,15815509.0,drama
The Housemaid,the housemaid,IFC,2011,drama,158000,14600000.0,14758000.0,6.5,8295,,,
The Housemaid,the housemaid,IFC,2011,thriller,158000,14600000.0,14758000.0,6.5,8295,,,
Pina,pina,IFC,2011,documentary,3500000,11100000.0,14600000.0,7.7,13501,,,
Pina,pina,IFC,2011,music,3500000,11100000.0,14600000.0,7.7,13501,,,
Beginners,beginners,Focus,2011,comedy,5800000,8500000.0,14300000.0,7.2,83770,,,
Beginners,beginners,Focus,2011,drama,5800000,8500000.0,14300000.0,7.2,83770,,,
Beginners,beginners,Focus,2011,romance,5800000,8500000.0,14300000.0,7.2,83770,,,
My Afternoons with Margueritte,my afternoons with margueritte,Cohen,2011,comedy,667000,13600000.0,14267000.0,7.2,6329,,,
My Afternoons with Margueritte,my afternoons with margueritte,Cohen,2011,drama,667000,13600000.0,14267000.0,7.2,6329,,,
I Saw the Devil,i saw the devil,Magn.,2011,action,129000,12600000.0,12729000.0,7.8,94029,,,
I Saw the Devil,i saw the devil,Magn.,2011,crime,129000,12600000.0,12729000.0,7.8,94029,,,
I Saw the Devil,i saw the devil,Magn.,2011,drama,129000,12600000.0,12729000.0,7.8,94029,,,
Gainsbourg: A Heroic Life,gainsbourg: a heroic life,MBox,2011,biography,233000,12000000.0,12233000.0,6.9,8973,,,
Gainsbourg: A Heroic Life,gainsbourg: a heroic life,MBox,2011,drama,233000,12000000.0,12233000.0,6.9,8973,,,
Gainsbourg: A Heroic Life,gainsbourg: a heroic life,MBox,2011,music,233000,12000000.0,12233000.0,6.9,8973,,,
The Warring States,the warring states,CL,2011,drama,69000,11800000.0,11869000.0,4.6,458,,,
The Warring States,the warring states,CL,2011,war,69000,11800000.0,11869000.0,4.6,458,,,
Snow Flower and the Secret Fan,snow flower and the secret fan,FoxS,2011,drama,1300000,10000000.0,11300000.0,6.1,3429,7.0,11348205.0,drama
Snow Flower and the Secret Fan,snow flower and the secret fan,FoxS,2011,history,1300000,10000000.0,11300000.0,6.1,3429,7.0,11348205.0,drama
Win Win,win win,FoxS,2011,comedy,10200000,652000.0,10852000.0,7.2,51618,,,
Win Win,win win,FoxS,2011,drama,10200000,652000.0,10852000.0,7.2,51618,,,
Win Win,win win,FoxS,2011,sport,10200000,652000.0,10852000.0,7.2,51618,,,
Le Havre,le havre,Jan.,2011,comedy,612000,9900000.0,10512000.0,7.2,18490,10.0,13480196.0,comedy
Le Havre,le havre,Jan.,2011,drama,612000,9900000.0,10512000.0,7.2,18490,10.0,13480196.0,comedy
Prom,prom,BV,2011,comedy,10100000,0.0,10100000.0,5.4,14279,4.0,10763183.0,comedy
Prom,prom,BV,2011,drama,10100000,0.0,10100000.0,5.4,14279,4.0,10763183.0,comedy
Prom,prom,BV,2011,family,10100000,0.0,10100000.0,5.4,14279,4.0,10763183.0,comedy
In a Better World,in a better world,SPC,2011,drama,1000000,8600000.0,9600000.0,7.6,36553,,,
In a Better World,in a better world,SPC,2011,romance,1000000,8600000.0,9600000.0,7.6,36553,,,
Saving Private Perez,saving private perez,LGF,2011,adventure,1400000,7900000.0,9300000.0,6.0,1727,,,
Saving Private Perez,saving private perez,LGF,2011,comedy,1400000,7900000.0,9300000.0,6.0,1727,,,
Saving Private Perez,saving private perez,LGF,2011,western,1400000,7900000.0,9300000.0,6.0,1727,,,
Point Blank,point blank,Magn.,2011,action,708000,8500000.0,9208000.0,6.8,12706,,,
Point Blank,point blank,Magn.,2011,crime,708000,8500000.0,9208000.0,6.8,12706,,,
Point Blank,point blank,Magn.,2011,drama,708000,8500000.0,9208000.0,6.8,12706,,,
Senna,senna,PDA,2011,biography,1600000,6600000.0,8200000.0,8.6,55318,,,
Senna,senna,PDA,2011,documentary,1600000,6600000.0,8200000.0,8.6,55318,,,
Senna,senna,PDA,2011,sport,1600000,6600000.0,8200000.0,8.6,55318,,,
Last Night,last night,Trib.,2011,drama,99000,7600000.0,7699000.0,6.6,44728,,,
Last Night,last night,Trib.,2011,romance,99000,7600000.0,7699000.0,6.6,44728,,,
The Big Year,the big year,Fox,2011,comedy,7200000,244000.0,7444000.0,6.2,39522,10.0,7684524.0,comedy
The Beaver,the beaver,Sum.,2011,drama,971000,6300000.0,7271000.0,6.7,45173,5.0,5046038.0,drama
Take Me Home Tonight,take me home tonight,Rela.,2011,comedy,6900000,0.0,6900000.0,6.3,48393,3.0,7576604.0,comedy
Take Me Home Tonight,take me home tonight,Rela.,2011,drama,6900000,0.0,6900000.0,6.3,48393,3.0,7576604.0,comedy
Take Me Home Tonight,take me home tonight,Rela.,2011,romance,6900000,0.0,6900000.0,6.3,48393,3.0,7576604.0,comedy
Cedar Rapids,cedar rapids,FoxS,2011,comedy,6900000,0.0,6900000.0,6.3,34759,2.0,7862131.0,comedy
