movie,production_budget,domestic_gross,foreign_gross,worldwide_gross,roi,profit,release_year,studio,averagerating,numvotes,studio_type,budget_range,financial_tier
Winnie the Pooh,30000000,26692846,23452761,50145607,67.15202333333333,20145607,2011,BV,7.2,19605.0,Indie,$25-50M,Medium ($15-50M)
The Women,16000000,26902075,23201733,50103808,213.1488,34103808,2008,,,,Unknown,$10-25M,Medium ($15-50M)
The Longest Day,10000000,39100000,11000000,50100000,401.0,40100000,1962,,,,Unknown,$5-10M,Low (<$15M)
Fever Pitch,40000000,42071069,8000000,50071069,25.1776725,10071069,2005,,,,Unknown,$25-50M,Medium ($15-50M)
Absolute Power,50000000,50068310,0,50068310,0.13662,68310,1997,,,,Unknown,$25-50M,Medium ($15-50M)
The Replacements,50000000,44737059,5317452,50054511,0.109022,54511,2000,,,,Unknown,$25-50M,Medium ($15-50M)
The Deer Hunter,15000000,50000000,9253,50009253,233.39502000000002,35009253,1979,,,,Unknown,$10-25M,Low (<$15M)
Little Women,15000000,50003303,0,50003303,233.3553533333333,35003303,1994,,4.6,626.0,Unknown,$10-25M,Low (<$15M)
Reds,33500000,50000000,0,50000000,49.253731343283576,16500000,1981,,,,Unknown,$25-50M,Medium ($15-50M)
Raising Helen,50000000,37485528,12443152,49928680,-0.14264000000000002,-71320,2004,,,,Unknown,$25-50M,Medium ($15-50M)
Capote,7000000,28750530,21173549,49924079,613.2011285714285,42924079,2005,,,,Unknown,$5-10M,Low (<$15M)
The Hurt Locker,15000000,17017811,32876412,49894223,232.62815333333333,34894223,2009,,,,Unknown,$10-25M,Low (<$15M)
The Switch,19000000,27758465,22100000,49858465,162.41297368421053,30858465,2010,Mira.,6.1,90661.0,Indie,$10-25M,Medium ($15-50M)
Legal Eagles,40000000,49851591,0,49851591,24.6289775,9851591,1986,,,,Unknown,$25-50M,Medium ($15-50M)
Popeye,20000000,49823037,0,49823037,149.115185,29823037,1980,,,,Unknown,$10-25M,Medium ($15-50M)
Leaving Las Vegas,4000000,31983777,17816223,49800000,1145.0,45800000,1995,,,,Unknown,<$5M,Low (<$15M)
Major League,11000000,49793054,0,49793054,352.6641272727273,38793054,1989,,,,Unknown,$10-25M,Low (<$15M)
This Christmas,13000000,49121934,611611,49733545,282.56573076923075,36733545,2007,,,,Unknown,$10-25M,Low (<$15M)
Sky Captain and the World of Tomorrow,70000000,37760080,11970774,49730854,-28.95592285714286,-20269146,2004,,,,Unknown,$50-100M,High ($50-150M)
Drillbit Taylor,40000000,32862104,16824159,49686263,24.2156575,9686263,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Push,38000000,31811527,17866874,49678401,30.732634210526317,11678401,2009,,7.3,33.0,Unknown,$25-50M,Medium ($15-50M)
How Do You Know?,120000000,30212620,19415557,49628177,-58.64318583333333,-70371823,2010,,,,Unknown,>$100M,High ($50-150M)
Man on a Ledge,42000000,18620000,31001440,49621440,18.146285714285714,7621440,2012,LG/S,6.6,137507.0,Indie,$25-50M,Medium ($15-50M)
The Ant Bully,45000000,28142535,21468363,49610898,10.24644,4610898,2006,,,,Unknown,$25-50M,Medium ($15-50M)
The Fourth Kind,10000000,26218170,23268704,49486874,394.86874,39486874,2009,,,,Unknown,$5-10M,Low (<$15M)
Dark Water,60000000,25473093,24000000,49473093,-17.544845000000002,-10526907,2005,,,,Unknown,$50-100M,High ($50-150M)
A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,0,49369899,279.7684538461538,36369899,1988,,,,Unknown,$10-25M,Low (<$15M)
The Finest Hours,70000000,27569558,21683203,49252761,-29.638912857142852,-20747239,2016,BV,6.8,55981.0,Indie,$50-100M,High ($50-150M)
The Black Dahlia,60000000,22672813,26565712,49238525,-17.935791666666667,-10761475,2006,,,,Unknown,$50-100M,High ($50-150M)
Operation Chromite,12700000,1022720,48173812,49196532,287.37426771653537,36496532,2016,CJ,,,Indie,$10-25M,Low (<$15M)
The Last King of Scotland,6000000,17606684,31548687,49155371,719.2561833333333,43155371,2006,,,,Unknown,$5-10M,Low (<$15M)
The Negotiator,50000000,44705766,4400000,49105766,-1.788468,-894234,1998,,,,Unknown,$25-50M,Medium ($15-50M)
Cobra,25000000,49042224,0,49042224,96.16889599999999,24042224,1986,,,,Unknown,$10-25M,Medium ($15-50M)
Danny the Dog,43000000,24537621,24500000,49037621,14.040979069767443,6037621,2005,,,,Unknown,$25-50M,Medium ($15-50M)
Death at a Funeral,21000000,42739347,6237886,48977233,133.22491904761904,27977233,2010,,5.7,42042.0,Unknown,$10-25M,Medium ($15-50M)
Alpha and Omega 3D,20000000,25107267,23851086,48958353,144.791765,28958353,2010,,,,Unknown,$10-25M,Medium ($15-50M)
Isnât it Romantic,31000000,48791187,0,48791187,57.390925806451605,17791187,2019,,,,Unknown,$25-50M,Medium ($15-50M)
She's Out of My League,20000000,32010860,16670117,48680977,143.40488499999995,28680977,2010,Par.,6.4,117245.0,Indie,$10-25M,Medium ($15-50M)
Death Wish,30000000,34017028,14558937,48575965,61.91988333333334,18575965,2018,,6.4,50279.0,Unknown,$25-50M,Medium ($15-50M)
Fat Albert,45000000,48114556,449000,48563556,7.919013333333332,3563556,2004,,,,Unknown,$25-50M,Medium ($15-50M)
9,30000000,31749894,16810105,48559999,61.86666333333334,18559999,2009,,,,Unknown,$25-50M,Medium ($15-50M)
Parker,35000000,17616641,30926747,48543388,38.695394285714286,13543388,2013,FD,6.2,105529.0,Indie,$25-50M,Medium ($15-50M)
Les petits mouchoirs,25000000,205505,48325382,48530887,94.123548,23530887,2012,,,,Unknown,$10-25M,Medium ($15-50M)
Charlie St. Cloud,44000000,31206263,17271821,48478084,10.177463636363637,4478084,2010,Uni.,6.5,55016.0,Indie,$25-50M,Medium ($15-50M)
Magnolia,37000000,22450975,25995827,48446802,30.937302702702702,11446802,1999,,,,Unknown,$25-50M,Medium ($15-50M)
The Big Wedding,32500000,21819348,26606623,48425971,49.00298769230769,15925971,2013,LGF,5.6,44221.0,Indie,$25-50M,Medium ($15-50M)
The Last Stand,30000000,12050299,36280458,48330757,61.10252333333334,18330757,2013,LGF,6.4,126623.0,Indie,$25-50M,Medium ($15-50M)
Malcolm X,35000000,48169910,0,48169910,37.62831428571429,13169910,1992,,,,Unknown,$25-50M,Medium ($15-50M)
G.I. Jane,50000000,48169156,0,48169156,-3.661688,-1830844,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Red Dawn,65000000,44806783,3357367,48164150,-25.901307692307693,-16835850,2012,,5.4,69599.0,Unknown,$50-100M,High ($50-150M)
Her,23000000,25568251,22595564,48163815,109.40789130434784,25163815,2014,,8.0,467232.0,Unknown,$10-25M,Medium ($15-50M)
Scott Pilgrim vs. The World,85000000,31611316,16445448,48056764,-43.46263058823529,-36943236,2010,Uni.,7.5,339338.0,Indie,$50-100M,High ($50-150M)
Welcome to Dongmakgol,8000000,0,48000000,48000000,500.0,40000000,2005,,,,Unknown,$5-10M,Low (<$15M)
The Blue Lagoon,4500000,47923795,0,47923795,964.9732222222225,43423795,1980,,,,Unknown,<$5M,Low (<$15M)
Secondhand Lions,30000000,42070939,5831627,47902566,59.67522,17902566,2003,,,,Unknown,$25-50M,Medium ($15-50M)
High Fidelity,20000000,27277055,20604608,47881663,139.408315,27881663,2000,,,,Unknown,$10-25M,Medium ($15-50M)
Tyler Perryâs Boo 2! A Madea Halloween,20000000,47319572,560000,47879572,139.39786,27879572,2017,,,,Unknown,$10-25M,Medium ($15-50M)
Trouble with the Curve,60000000,35763137,12055776,47818913,-20.301811666666666,-12181087,2012,WB,6.8,56129.0,Major,$50-100M,High ($50-150M)
Arthur,40000000,33035397,14752546,47787943,19.4698575,7787943,2011,,5.7,49013.0,Unknown,$25-50M,Medium ($15-50M)
Shutter,8000000,25928550,21853876,47782426,497.280325,39782426,2008,,7.7,943.0,Unknown,$5-10M,Low (<$15M)
George A. Romero's Land of the Dead,18975000,20700082,27050933,47751015,151.65225296442688,28776015,2005,,,,Unknown,$10-25M,Medium ($15-50M)
Book of Shadows: Blair Witch 2,15000000,26421314,21300000,47721314,218.14209333333332,32721314,2000,,,,Unknown,$10-25M,Low (<$15M)
Hachiko: A Dog's Story,16000000,0,47707417,47707417,198.17135625,31707417,2010,,,,Unknown,$10-25M,Medium ($15-50M)
Texas Chainsaw 3D,20000000,34341945,13324068,47666013,138.330065,27666013,2013,LGF,4.8,41784.0,Indie,$10-25M,Medium ($15-50M)
The World's End,20000000,26004851,21503654,47508505,137.54252499999998,27508505,2013,Focus,7.0,235308.0,Indie,$10-25M,Medium ($15-50M)
Crazy Heart,8500000,39471742,7945509,47417251,457.85001176470587,38917251,2009,,,,Unknown,$5-10M,Low (<$15M)
Man on the Moon,52000000,34580635,12827000,47407635,-8.831471153846154,-4592365,1999,,,,Unknown,$50-100M,High ($50-150M)
Almost Famous,60000000,32522352,14848839,47371191,-21.048015,-12628809,2000,,4.1,23.0,Unknown,$50-100M,High ($50-150M)
Walking Tall,56000000,46213824,1100000,47313824,-15.511028571428572,-8686176,2004,,,,Unknown,$50-100M,High ($50-150M)
é·æ±ä¸è (CJ7),20000000,206678,47094093,47300771,136.50385500000002,27300771,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Darkness Falls,7000000,32539681,14750077,47289758,575.5679714285714,40289758,2003,,,,Unknown,$5-10M,Low (<$15M)
The Watcher,33000000,28946615,18321214,47267829,43.23584545454545,14267829,2000,,7.8,8.0,Unknown,$25-50M,Medium ($15-50M)
The Hunted,55000000,34234008,12979087,47213095,-14.15800909090909,-7786905,2003,,6.5,53.0,Unknown,$50-100M,High ($50-150M)
The Wedding Date,15000000,31726995,15448043,47175038,214.50025333333332,32175038,2005,,,,Unknown,$10-25M,Low (<$15M)
Soul Surfer,18000000,43853424,3305228,47158652,161.9925111111111,29158652,2011,TriS,7.1,41659.0,Indie,$10-25M,Medium ($15-50M)
Fantastic Mr. Fox,40000000,21002919,26080493,47083412,17.70853,7083412,2009,,,,Unknown,$25-50M,Medium ($15-50M)
The Place Beyond the Pines,15000000,21403519,25607930,47011449,213.40966,32011449,2013,Focus,7.3,226765.0,Indie,$10-25M,Low (<$15M)
Rough Night,20000000,22105643,24738714,46844357,134.22178499999998,26844357,2017,Sony,5.2,39447.0,Major,$10-25M,Medium ($15-50M)
Deck the Halls,51000000,35093569,11722238,46815807,-8.2043,-4184193,2006,,,,Unknown,$50-100M,High ($50-150M)
Goodfellas,25000000,46743809,33538,46777347,87.109388,21777347,1990,,,,Unknown,$10-25M,Medium ($15-50M)
The Spy Next Door,28000000,24307106,22445752,46752858,66.97449285714285,18752858,2010,LGF,5.5,36767.0,Indie,$25-50M,Medium ($15-50M)
Mary Queen of Scots,25000000,16468499,30266234,46734733,86.93893200000002,21734733,2018,Focus,5.5,753.0,Indie,$10-25M,Medium ($15-50M)
Fortress,12000000,6730578,40000000,46730578,289.42148333333336,34730578,1993,,7.0,31.0,Unknown,$10-25M,Low (<$15M)
Get Rich or Die Tryin',40000000,30981850,15685105,46666955,16.6673875,6666955,2005,,,,Unknown,$25-50M,Medium ($15-50M)
The Wrestler,6000000,26238243,20396032,46634275,677.2379166666667,40634275,2008,,,,Unknown,$5-10M,Low (<$15M)
Acrimony,20000000,43549096,3078740,46627836,133.13918,26627836,2018,,5.7,6119.0,Unknown,$10-25M,Medium ($15-50M)
The Debt,20000000,31177548,15426506,46604054,133.02026999999998,26604054,2011,Focus,6.9,61046.0,Indie,$10-25M,Medium ($15-50M)
Bangkok Dangerous,45000000,15298133,31300000,46598133,3.5514066666666664,1598133,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Uncle Drew,18000000,42469946,4057215,46527161,158.48422777777782,28527161,2018,LG/S,5.7,9739.0,Indie,$10-25M,Medium ($15-50M)
The Last House on the Left,15000000,32752215,13774028,46526243,210.17495333333332,31526243,2009,,,,Unknown,$10-25M,Low (<$15M)
Entourage,30000000,32363404,14075134,46438538,54.79512666666667,16438538,2015,WB,6.6,71519.0,Major,$25-50M,Medium ($15-50M)
A Monster Calls,43000000,3740823,42673707,46414530,7.940767441860465,3414530,2017,Focus,7.5,70416.0,Indie,$25-50M,Medium ($15-50M)
Machete,12500000,26593646,19777324,46370970,270.96776,33870970,2010,Fox,6.6,182320.0,Major,$10-25M,Low (<$15M)
The Nativity Story,35000000,37629831,8679813,46309644,32.31326857142857,11309644,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Des Hommes et Des Dieux,5000000,3954651,42308874,46263525,825.2705000000002,41263525,2011,,,,Unknown,<$5M,Low (<$15M)
Risen,20000000,36880033,9375730,46255763,131.27881499999998,26255763,2016,Sony,5.3,182.0,Major,$10-25M,Medium ($15-50M)
The Big Lebowski,15000000,17498804,28690764,46189568,207.93045333333336,31189568,1998,,,,Unknown,$10-25M,Low (<$15M)
Torque,40000000,21176322,25000000,46176322,15.440805,6176322,2004,,,,Unknown,$25-50M,Medium ($15-50M)
Napoleon Dynamite,400000,44540956,1581757,46122713,11430.67825,45722713,2004,,,,Unknown,<$5M,Low (<$15M)
For Love of the Game,50000000,35188640,10924000,46112640,-7.774719999999999,-3887360,1999,,,,Unknown,$25-50M,Medium ($15-50M)
A Walk to Remember,11000000,41227069,4833792,46060861,318.7351,35060861,2002,,,,Unknown,$10-25M,Low (<$15M)
The Rainmaker,40000000,45916769,0,45916769,14.791922499999998,5916769,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Black Rain,30000000,45892212,0,45892212,52.97404,15892212,1989,,,,Unknown,$25-50M,Medium ($15-50M)
Firefox,21000000,45785720,0,45785720,118.02723809523808,24785720,1982,,,,Unknown,$10-25M,Medium ($15-50M)
"McFarland, USA",17000000,44480275,1227649,45707924,168.87014117647058,28707924,2015,BV,7.4,31735.0,Indie,$10-25M,Medium ($15-50M)
Hot Pursuit,35000000,34580201,11091311,45671512,30.490034285714284,10671512,2015,WB (NL),5.1,44723.0,Major,$25-50M,Medium ($15-50M)
Dancer in the Dark,12500000,4157491,41400000,45557491,264.459928,33057491,2000,,,,Unknown,$10-25M,Low (<$15M)
Keeping the Faith,29000000,37036404,8300000,45336404,56.3324275862069,16336404,2000,,,,Unknown,$25-50M,Medium ($15-50M)
Good Boy!,17000000,37667746,7644471,45312217,166.54245294117646,28312217,2003,,,,Unknown,$10-25M,Medium ($15-50M)
Early Man,50000000,8267544,37018346,45285890,-9.42822,-4714110,2018,LGF,6.1,15882.0,Indie,$25-50M,Medium ($15-50M)
LÃ©on,16000000,19284974,26000000,45284974,183.0310875,29284974,1994,,,,Unknown,$10-25M,Medium ($15-50M)
Deuce Bigalow: European Gigolo,22000000,22400154,22873310,45273464,105.78847272727272,23273464,2005,,,,Unknown,$10-25M,Medium ($15-50M)
The Duchess,27000000,13848978,31311132,45160110,67.25966666666666,18160110,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Eddie the Eagle,23000000,15789389,29271091,45060480,95.9151304347826,22060480,2016,Fox,7.4,75331.0,Major,$10-25M,Medium ($15-50M)
Brothers,26000000,28544157,16499713,45043870,73.24565384615384,19043870,2009,,5.8,149.0,Unknown,$25-50M,Medium ($15-50M)
Full Metal Jacket,30000000,45015999,0,45015999,50.05333,15015999,1987,,,,Unknown,$25-50M,Medium ($15-50M)
Deep Throat,25000,45000000,0,45000000,179900.0,44975000,1972,,,,Unknown,<$5M,Low (<$15M)
Notorious,19000000,36843682,8128501,44972183,136.6957,25972183,2009,,,,Unknown,$10-25M,Medium ($15-50M)
Medicine Man,40000000,44948240,0,44948240,12.3706,4948240,1992,,,,Unknown,$25-50M,Medium ($15-50M)
Scarface,25000000,44942821,0,44942821,79.771284,19942821,1983,,,,Unknown,$10-25M,Medium ($15-50M)
Lakeview Terrace,20000000,39263506,5557793,44821299,124.106495,24821299,2008,,,,Unknown,$10-25M,Medium ($15-50M)
A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,0,44793222,795.8644400000001,39793222,1987,,,,Unknown,<$5M,Low (<$15M)
Midnight Cowboy,3600000,44785053,0,44785053,1144.02925,41185053,1969,,,,Unknown,<$5M,Low (<$15M)
The Shining,19000000,44017374,710853,44728227,135.41172105263158,25728227,1980,,,,Unknown,$10-25M,Medium ($15-50M)
Young Guns,13000000,44726644,0,44726644,244.0511076923077,31726644,1988,,,,Unknown,$10-25M,Low (<$15M)
Meet Joe Black,85000000,44650003,0,44650003,-47.47058470588235,-40349997,1998,,,,Unknown,$50-100M,High ($50-150M)
One Missed Call,20000000,26890041,17623425,44513466,122.56733,24513466,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Recess: School's Out,10000000,36696761,7754709,44451470,344.5147,34451470,2001,,,,Unknown,$5-10M,Low (<$15M)
Winchester,3500000,25091816,19286224,44378040,1167.944,40878040,2018,LGF,5.4,24351.0,Indie,<$5M,Low (<$15M)
MA,5000000,36049540,8251085,44300625,786.0125,39300625,2019,,5.9,184.0,Unknown,<$5M,Low (<$15M)
The Sisterhood of the Traveling Pants 2,27000000,44089964,180167,44270131,63.963448148148146,17270131,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Logan Lucky,29000000,27778642,16485629,44264271,52.635417241379315,15264271,2017,BST,7.0,105966.0,Indie,$25-50M,Medium ($15-50M)
The Postman Always Rings Twice,12000000,12200000,32000000,44200000,268.3333333333333,32200000,1981,,,,Unknown,$10-25M,Low (<$15M)
Child's Play,9000000,33244684,10952000,44196684,391.07426666666674,35196684,1988,,,,Unknown,$5-10M,Low (<$15M)
Shi Yue Wei Cheng,23000000,0,44195779,44195779,92.15556086956522,21195779,2011,,,,Unknown,$10-25M,Medium ($15-50M)
Oculus,5000000,27695246,16420250,44115496,782.3099199999998,39115496,2014,Rela.,6.5,106906.0,Indie,<$5M,Low (<$15M)
House at the End of the Street,6900000,31611916,12492066,44103982,539.1881449275362,37203982,2012,Rela.,5.6,66303.0,Indie,$5-10M,Low (<$15M)
The Boy in the Striped Pyjamas,12500000,9046156,35037247,44083403,252.667224,31583403,2008,,,,Unknown,$10-25M,Low (<$15M)
The Last Emperor,25000000,43984987,20086,44005073,76.020292,19005073,1987,,,,Unknown,$10-25M,Medium ($15-50M)
Semi-Pro,55000000,33479698,10500665,43980363,-20.03570363636364,-11019637,2008,,,,Unknown,$50-100M,High ($50-150M)
Exorcist: The Beginning,78000000,41814863,2142678,43957541,-43.64417820512821,-34042459,2004,,,,Unknown,$50-100M,High ($50-150M)
Dogma,10000000,30651422,13297443,43948865,339.48865,33948865,1999,,,,Unknown,$5-10M,Low (<$15M)
The Transporter,21000000,25296447,18632485,43928932,109.18539047619045,22928932,2002,,,,Unknown,$10-25M,Medium ($15-50M)
Crank,12000000,27838408,16086515,43924923,266.041025,31924923,2006,,,,Unknown,$10-25M,Low (<$15M)
JÃ¬yÃ¬ dÃ shÄ«,20000000,587470,43301061,43888531,119.442655,23888531,2017,,,,Unknown,$10-25M,Medium ($15-50M)
Wall Street,16500000,43848100,0,43848100,165.7460606060606,27348100,1987,,,,Unknown,$10-25M,Medium ($15-50M)
A Man Apart,36000000,26500000,17297731,43797731,21.660363888888888,7797731,2003,,,,Unknown,$25-50M,Medium ($15-50M)
Monster's Ball,4000000,31273922,12492541,43766463,994.161575,39766463,2001,,,,Unknown,<$5M,Low (<$15M)
Hardball,21000000,40222729,3505831,43728560,108.2312380952381,22728560,2001,,,,Unknown,$10-25M,Medium ($15-50M)
Long Shot,40000000,30202860,13508171,43711031,9.2775775,3711031,2019,,7.2,12814.0,Unknown,$25-50M,Medium ($15-50M)
West Side Story,6000000,43700000,0,43700000,628.3333333333334,37700000,1961,,,,Unknown,$5-10M,Low (<$15M)
Max,20000000,42656255,1001902,43658157,118.290785,23658157,2015,,5.1,248.0,Unknown,$10-25M,Medium ($15-50M)
Freedom Writers,21000000,36605602,7027007,43632609,107.77432857142857,22632609,2007,,,,Unknown,$10-25M,Medium ($15-50M)
Welcome Home Roscoe Jenkins,27500000,42436517,1171110,43607627,58.573189090909096,16107627,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Going the Distance,32000000,17804299,25799691,43603990,36.26246875,11603990,2010,WB (NL),6.3,54421.0,Major,$25-50M,Medium ($15-50M)
We Are Marshall,65000000,43545364,0,43545364,-33.0071323076923,-21454636,2006,,,,Unknown,$50-100M,High ($50-150M)
Fly Me To the Moon,25000000,14543943,28986338,43530281,74.12112400000002,18530281,2008,,,,Unknown,$10-25M,Medium ($15-50M)
The DUFF,8500000,34030343,9498291,43528634,412.1015764705882,35028634,2015,LGF,6.5,74486.0,Indie,$5-10M,Low (<$15M)
Soul Food,7500000,43492389,0,43492389,479.89852,35992389,1997,,,,Unknown,$5-10M,Low (<$15M)
Pride and Glory,30000000,15740721,27700000,43440721,44.80240333333334,13440721,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Jobs,18000000,16131410,27271105,43402515,141.12508333333332,25402515,2013,ORF,5.9,88788.0,Indie,$10-25M,Medium ($15-50M)
Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,5244389,43353117,261.275975,31353117,2008,,,,Unknown,$10-25M,Low (<$15M)
Last Holiday,45000000,38399961,4943286,43343247,-3.6816733333333334,-1656753,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Orange County,18000000,41059716,2248991,43308707,140.60392777777778,25308707,2002,,,,Unknown,$10-25M,Medium ($15-50M)
Girl with a Pearl Earring,12000000,11634362,31640435,43274797,260.62330833333334,31274797,2003,,,,Unknown,$10-25M,Low (<$15M)
The Snowman,35000000,6670765,36555381,43226146,23.503274285714284,8226146,2017,Uni.,5.1,47890.0,Indie,$25-50M,Medium ($15-50M)
Boogie Nights,15000000,26410771,16700954,43111725,187.4115,28111725,1997,,,,Unknown,$10-25M,Low (<$15M)
Annihilation,55000000,32732301,10338614,43070915,-21.689245454545453,-11929085,2018,,6.9,228664.0,Unknown,$50-100M,High ($50-150M)
See Spot Run,16000000,33357476,9700076,43057552,169.1097,27057552,2001,,,,Unknown,$10-25M,Medium ($15-50M)
Tom yum goong,5700000,12044087,31000000,43044087,655.1594210526316,37344087,2006,,,,Unknown,$5-10M,Low (<$15M)
Escape from Alcatraz,8000000,43000000,0,43000000,437.5,35000000,1979,,,,Unknown,$5-10M,Low (<$15M)
No Escape,5000000,27288872,15555644,42844516,756.89032,37844516,2015,Wein.,6.8,70222.0,Indie,<$5M,Low (<$15M)
Carol,11800000,12711491,30132030,42843521,263.080686440678,31043521,2015,Wein.,7.2,100680.0,Indie,$10-25M,Low (<$15M)
Glory Road,30000000,42647449,151611,42799060,42.66353333333333,12799060,2006,,,,Unknown,$25-50M,Medium ($15-50M)
The Possession of Hannah Grace,6000000,14836174,27949213,42785387,613.0897833333332,36785387,2018,SGem,5.2,11629.0,Indie,$5-10M,Low (<$15M)
Shaolin Soccer,10000000,488872,42287160,42776032,327.7603200000001,32776032,2004,,,,Unknown,$5-10M,Low (<$15M)
Basic,50000000,26599248,15999250,42598498,-14.803004000000001,-7401502,2003,,,,Unknown,$25-50M,Medium ($15-50M)
mother!,30000000,17800004,24731072,42531076,41.770253333333336,12531076,2017,Par.,6.6,156813.0,Indie,$25-50M,Medium ($15-50M)
Almost Christmas,17000000,42065185,428321,42493506,149.96179999999995,25493506,2016,Uni.,6.1,5212.0,Indie,$10-25M,Medium ($15-50M)
The Four Seasons,6500000,42488161,0,42488161,553.6640153846154,35988161,1981,,,,Unknown,$5-10M,Low (<$15M)
Robinson Crusoe,13000000,8005586,34440869,42446455,226.5111923076923,29446455,2016,,,,Unknown,$10-25M,Low (<$15M)
Legend,25000000,1872994,40552456,42425450,69.7018,17425450,2015,Uni.,6.5,1568.0,Indie,$10-25M,Medium ($15-50M)
Chernobyl Diaries,1000000,18119640,24292081,42411721,4141.1721,41411721,2012,WB,5.0,60304.0,Major,<$5M,Low (<$15M)
8 femmes,8000000,3076425,39300000,42376425,429.7053125,34376425,2002,,,,Unknown,$5-10M,Low (<$15M)
My Name is Khan,8470000,4046336,38309190,42355526,400.06524203069665,33885526,2010,FoxS,8.0,90988.0,Major,$5-10M,Low (<$15M)
The Lady in the Van,6000000,10021175,32299328,42320503,605.3417166666667,36320503,2016,SPC,6.7,23105.0,Indie,$5-10M,Low (<$15M)
Teenage Mutant Ninja Turtles III,21000000,42273609,0,42273609,101.3029,21273609,1993,,,,Unknown,$10-25M,Medium ($15-50M)
Love the Coopers,18000000,26302731,15924759,42227490,134.59716666666665,24227490,2015,LGF,5.8,18018.0,Indie,$10-25M,Medium ($15-50M)
Joheunnom nabbeunnom isanghannom,10000000,128486,42098171,42226657,322.26657,32226657,2010,,,,Unknown,$5-10M,Low (<$15M)
21 and Over,13000000,25682380,16513386,42195766,224.5828153846154,29195766,2013,Rela.,,,Indie,$10-25M,Low (<$15M)
Earth to Echo,13000000,38934842,3239703,42174545,224.4195769230769,29174545,2014,Rela.,5.8,17627.0,Indie,$10-25M,Low (<$15M)
In the Bedroom,1700000,35930604,6207267,42137871,2378.698294117647,40437871,2001,,,,Unknown,<$5M,Low (<$15M)
T2: Trainspotting,18000000,2402004,39689258,42091262,133.84034444444444,24091262,2017,TriS,,,Indie,$10-25M,Medium ($15-50M)
A Good Year,35000000,7459300,34604805,42064105,20.18315714285714,7064105,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Gamer,50000000,20534907,21467122,42002029,-15.995942000000001,-7997971,2009,,5.0,416.0,Unknown,$25-50M,Medium ($15-50M)
Into the Blue,50000000,18782227,23200000,41982227,-16.035546,-8017773,2005,,,,Unknown,$25-50M,Medium ($15-50M)
Meet the Browns,20000000,41975388,0,41975388,109.87694,21975388,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Holmes & Watson,42000000,30568743,11357862,41926605,-0.17475,-73395,2018,,3.8,17661.0,Unknown,$25-50M,Medium ($15-50M)
Quarantine,12000000,31691811,10232963,41924774,249.37311666666665,29924774,2008,,,,Unknown,$10-25M,Low (<$15M)
A Lot Like Love,25000000,21835784,20085806,41921590,67.68636000000001,16921590,2005,,,,Unknown,$10-25M,Medium ($15-50M)
The Return of the Pink Panther,5000000,41833347,0,41833347,736.6669400000002,36833347,1975,,,,Unknown,<$5M,Low (<$15M)
"As Above, So Below",5000000,21222315,20601751,41824066,736.4813200000001,36824066,2014,,6.2,66892.0,Unknown,<$5M,Low (<$15M)
The Fisher King,24000000,41798224,0,41798224,74.15926666666667,17798224,1991,,,,Unknown,$10-25M,Medium ($15-50M)
The Informant!,22000000,33316821,8454347,41771168,89.86894545454545,19771168,2009,,,,Unknown,$10-25M,Medium ($15-50M)
Still Alice,5000000,18656400,23043212,41699612,733.99224,36699612,2015,SPC,7.5,116832.0,Indie,<$5M,Low (<$15M)
Wimbledon,35000000,16862585,24803891,41666476,19.047074285714285,6666476,2004,,,,Unknown,$25-50M,Medium ($15-50M)
The Gallows,100000,22764410,18892064,41656474,41556.474,41556474,2015,WB (NL),4.2,17763.0,Major,<$5M,Low (<$15M)
Dream House,50000000,21302340,20339826,41642166,-16.715668,-8357834,2011,Uni.,6.0,59714.0,Indie,$25-50M,Medium ($15-50M)
Astro Boy,65000000,19551067,22085176,41636243,-35.94424153846154,-23363757,2009,,,,Unknown,$50-100M,High ($50-150M)
The Sisterhood of the Traveling Pants,25000000,39053061,2507056,41560117,66.24046799999999,16560117,2005,,,,Unknown,$10-25M,Medium ($15-50M)
Safe,33000000,17142080,24353133,41495213,25.74306969696969,8495213,2012,,6.5,96388.0,Unknown,$25-50M,Medium ($15-50M)
Gremlins 2: The New Batch,50000000,41476097,0,41476097,-17.047805999999998,-8523903,1990,,,,Unknown,$25-50M,Medium ($15-50M)
Dredd,45000000,13414714,28052892,41467606,-7.8497644444444425,-3532394,2012,LGF,7.1,234616.0,Indie,$25-50M,Medium ($15-50M)
